title,year,certificate,duration,genre,rating,metascore,director,actor1,actor2,actor3,actor4,votes,gross
    The Invisi le Man  ,2020,R,124," Drama, Horror, Mystery            ",7.1,72,    Leigh Whannell  ,      Elisa eth Moss,   Oliver Jackson-Cohen,   Harriet Dyer,   Aldis Hodge  ,172671,64910000
    In the Valley of Elah  ,2007,R,121," Crime, Drama, Mystery            ",7.1,65,    Paul Haggis  ,      Tommy Lee Jones,   Charlize Theron,   Jonathan Tucker,   Jason Patric  ,69130,6780000
    State of Play  ,2009,PG-13,127," Crime, Drama, Mystery            ",7.1,64,    Kevin Macdonald  ,      Russell Crowe,   Rachel McAdams,   Ben Affleck,   Helen Mirren  ,139974,37020000
    Shutter  ,2004,Not Rated,97," Horror, Mystery, Thriller            ",7.1,0,    Banjong Pisanthanakun   ,       Ananda Everingham,   Natthaweeranuch Thongmee,   Achita Sikamana,   Unnop Chanpai ool    ,41541,0
    A Scanner Darkly  ,2006,R,100," Animation, Crime, Drama            ",7.1,73,    Richard Linklater  ,      Keanu Reeves,   Winona Ryder,   Ro ert Downey Jr.,   Rory Cochrane  ,106897,5500000
    The Jacket  ,2005,R,103," Drama, Fantasy, Mystery            ",7.1,0,    John May ury  ,      Adrien Brody,   Keira Knightley,   Daniel Craig,   Kris Kristofferson  ,108801,6300000
    The Ring  ,2002,PG-13,115," Horror, Mystery            ",7.1,0,    Gore Ver inski  ,      Naomi Watts,   Martin Henderson,   Brian Cox,   David Dorfman  ,322819,129130000
    Narc  ,2002,R,105," Crime, Drama, Mystery            ",7.1,70,    Joe Carnahan  ,      Ray Liotta,   Jason Patric,   Chi McBride,   Dan Leis  ,38462,10460000
    Super Troopers  ,2001,R,100," Comedy, Crime, Mystery            ",7.1,0,    Jay Chandrasekhar  ,      Jay Chandrasekhar,   Kevin Heffernan,   Andr Vippolis,   Joey Kern  ,96394,18490000
    The Salton Sea  ,2002,R,103," Crime, Drama, Mystery            ",7.1,0,    D.J. Caruso  ,         Val Kilmer,  Vincent D    Onofrio,     Adam Gold erg,     Luis Guzmn    ,29602,760000
    Thelma  ,2017,Not Rated,116," Drama, Fantasy, Horror            ",7.0,74,    Joachim Trier  ,      Eili Har oe,   Kaya Wilkins,   Henrik Rafaelsen,   Ellen Dorrit Petersen  ,27080,150000
    The Killing of a Sacred Deer  ,2017,R,121," Drama, Horror, Mystery            ",7.0,73,    Yorgos Lanthimos  ,      Barry G. Bernson,   Her  Caillouet,   Bill Camp,   Raffey Cassidy  ,126676,2290000
    Tully  ,2018,R,95," Comedy, Drama, Mystery            ",7.0,75,    Jason Reitman  ,      Charlize Theron,   Mackenzie Davis,   Ron Livingston,   Asher Miles Fallica  ,53471,9230000
    The Gift  ,2015,R,108," Drama, Mystery, Thriller            ",7.0,77,    Joel Edgerton  ,      Jason Bateman,   Re ecca Hall,   Joel Edgerton,   Allison Tolman  ,141630,43770000
    The Words  ,2012,PG-13,102," Drama, Mystery, Romance            ",7.0,0,    Brian Klugman   ,       Bradley Cooper,   Dennis Quaid,   Olivia Wilde,   Zoe Saldana    ,74961,11490000
    Super 8  ,2011,PG-13,112," Mystery, Sci-Fi, Thriller            ",7.0,72,    J.J. A rams  ,      Elle Fanning,   AJ Michalka,   Kyle Chandler,   Joel Courtney  ,339597,127000000
    ParaNorman  ,2012,PG,92," Animation, Adventure, Comedy            ",7.0,72,    Chris Butler   ,       Kodi Smit-McPhee,   Anna Kendrick,   Christopher Mintz-Plasse,   Tucker Al rizzi    ,94995,56000000
    Buried  ,2010,R,95," Drama, Mystery, Thriller            ",7.0,65,    Rodrigo Corts  ,      Ryan Reynolds,   Jos Luis Garca Prez,   Ro ert Paterson,   Stephen To olowsky  ,150588,1030000
    Prometheus  ,2012,R,124," Adventure, Mystery, Sci-Fi            ",7.0,64,    Ridley Scott  ,      Noomi Rapace,   Logan Marshall-Green,   Michael Fass ender,   Charlize Theron  ,570729,126480000
    Orphan  ,2009,R,123," Horror, Mystery, Thriller            ",7.0,0,    Jaume Collet-Serra  ,      Vera Farmiga,   Peter Sarsgaard,   Isa elle Fuhrman,   CCH Pounder  ,192877,41600000
    Constantine  ,2005,R,121," Action, Fantasy, Horror            ",7.0,0,    Francis Lawrence  ,      Keanu Reeves,   Rachel Weisz,   Djimon Hounsou,   Shia LaBeouf  ,309127,75980000
    Wicker Park  ,2004,PG-13,114," Drama, Mystery, Romance            ",7.0,0,    Paul McGuigan  ,      Josh Hartnett,   Diane Kruger,   Matthew Lillard,   Rose Byrne  ,52997,12830000
    Holes  ,2003,PG,117," Adventure, Comedy, Drama            ",7.0,71,    Andrew Davis  ,      Shia LaBeouf,   Sigourney Weaver,   Jon Voight,   Tim Blake Nelson  ,78323,67410000
    Bu  a Ho-Tep  ,2002,R,92," Comedy, Fantasy, Horror            ",7.0,0,    Don Coscarelli  ,      Bruce Camp ell,   Ossie Davis,   Bo  Ivy,   Ella Joyce  ,45892,2000000
    Every ody Knows  ,2018,R,133," Crime, Drama, Mystery            ",6.9,68,    Asghar Farhadi  ,      Penlope Cruz,   Javier Bardem,   Ricardo Darn,   Eduard Fernndez  ,29853,2660000
    The Witch  ,2015,R,92," Drama, Horror, Mystery            ",6.9,83,    Ro ert Eggers  ,      Anya Taylor-Joy,   Ralph Ineson,   Kate Dickie,   Julian Richings  ,207424,25140000
    Mr. Holmes  ,2015,PG,104," Drama, Mystery            ",6.9,67,    Bill Condon  ,      Ian McKellen,   Laura Linney,   Hiroyuki Sanada,   Hattie Morahan  ,61876,17740000
    Enemy  ,2013,R,91," Drama, Mystery, Thriller            ",6.9,61,    Denis Villeneuve  ,      Jake Gyllenhaal,   Mlanie Laurent,   Sarah Gadon,   Isa ella Rossellini  ,170287,1010000
    Non-Stop  ,2014,PG-13,106," Action, Mystery, Thriller            ",6.9,0,    Jaume Collet-Serra  ,      Liam Neeson,   Julianne Moore,   Scoot McNairy,   Michelle Dockery  ,251210,92170000
    Trance  ,2013,R,101," Crime, Drama, Mystery            ",6.9,61,    Danny Boyle  ,      James McAvoy,   Rosario Dawson,   Vincent Cassel,   Danny Sapani  ,110095,2320000
    The Highwaymen  ,2019,R,132," Biography, Crime, Drama            ",6.9,0,    John Lee Hancock  ,      Kevin Costner,   Woody Harrelson,   Kathy Bates,   John Carroll Lynch  ,77027,0
    What Happened to Monday  ,2017,TV-MA,123," Action, Adventure, Crime            ",6.9,0,    Tommy Wirkola  ,      Noomi Rapace,   Glenn Close,   Willem Dafoe,   Marwan Kenzari  ,108025,0
    Martha Marcy May Marlene  ,2011,R,102," Drama, Mystery, Thriller            ",6.9,75,    Sean Durkin  ,      Eliza eth Olsen,   Sarah Paulson,   John Hawkes,   Christopher A  ott  ,49617,2980000
    Legend of the Guardians: The Owls of Ga' Hoole  ,2010,PG,97," Animation, Action, Adventure            ",6.9,0,    Zack Snyder  ,      Jim Sturgess,   Hugo Weaving,   David Wenham,   Emily Barclay  ,78258,55680000
    Kill the Messenger  ,2014,R,112," Biography, Crime, Drama            ",6.9,0,    Michael Cuesta  ,      Jeremy Renner,   Ro ert Patrick,   Jena Sims,   Ro ert Pralgo  ,44751,2450000
    Triangle  ,2009,R,99," Fantasy, Mystery, Sci-Fi            ",6.9,0,    Christopher Smith  ,      Melissa George,   Joshua McIvor,   Jack Taylor,   Michael Dorman  ,104106,0
    Extremely Loud & Incredi ly Close  ,2011,PG-13,129," Adventure, Drama, Mystery            ",6.9,0,    Stephen Daldry  ,      Thomas Horn,   Tom Hanks,   Sandra Bullock,   Max von Sydow  ,98187,31850000
    Inland Empire  ,2006,R,180," Drama, Fantasy, Mystery            ",6.9,73,    David Lynch  ,      Karolina Gruszka,   Krzysztof Majchrzak,   Grace Za riskie,   Laura Dern  ,53840,750000
    National Treasure  ,2004,PG,131," Action, Adventure, Mystery            ",6.9,0,    Jon Turteltau   ,      Nicolas Cage,   Diane Kruger,   Justin Bartha,   Sean Bean  ,305950,173010000
    Vanilla Sky  ,2001,R,136," Fantasy, Mystery, Romance            ",6.9,0,    Cameron Crowe  ,      Tom Cruise,   Penlope Cruz,   Cameron Diaz,   Kurt Russell  ,249971,100610000
    Hearts in Atlantis  ,2001,PG-13,101," Drama, Mystery            ",6.9,0,    Scott Hicks  ,      Anthony Hopkins,   Anton Yelchin,   Hope Davis,   Mika Boorem  ,36928,24190000
    The Crimson Rivers  ,2000,R,106," Crime, Horror, Mystery            ",6.9,0,    Mathieu Kassovitz  ,      Jean Reno,   Vincent Cassel,   Nadia Fars,   Dominique Sanda  ,58217,630000
    Ready or Not  ,2019,R,95," Action, Comedy, Horror            ",6.8,64,    Matt Bettinelli-Olpin   ,          Samara Weaving,     Adam Brody,  Mark O    Brien,     Henry Czerny       ,112657,26740000
    A Simple Favor  ,2018,R,117," Comedy, Crime, Mystery            ",6.8,67,    Paul Feig  ,      Anna Kendrick,   Blake Lively,   Henry Golding,   Andrew Rannells  ,131094,53550000
    Us  ,2019,R,116," Horror, Mystery, Thriller            ",6.8,81,    Jordan Peele  ,      Lupita Nyong    o,     Winston Duke,     Elisa eth Moss,     Tim Heidecker    ,232926,175080000
    I See You  ,2019,R,98," Crime, Drama, Horror            ",6.8,65,    Adam Randall  ,      Helen Hunt,   Jon Tenney,   Owen Teague,   Judah Lewis  ,31683,0
    All the Money in the World  ,2017,R,132," Biography, Crime, Drama            ",6.8,72,    Ridley Scott  ,      Michelle Williams,   Christopher Plummer,   Mark Wahl erg,   Romain Duris  ,76242,25110000
    House ound  ,2014,Not Rated,107," Comedy, Horror, Mystery            ",6.8,76,    Gerard Johnstone  ,      Morgana O    Reilly,     Rima Te Wiata,     Glen-Paul Waru,     Ross Harper    ,32178,0
    The Autopsy of Jane Doe  ,2016,R,86," Horror, Mystery, Thriller            ",6.8,65,    Andr vredal  ,      Brian Cox,   Emile Hirsch,   Ophelia Lovi ond,   Michael McElhatton  ,100547,0
    It Follows  ,2014,R,100," Horror, Mystery, Thriller            ",6.8,83,    David Ro ert Mitchell  ,      Maika Monroe,   Keir Gilchrist,   Olivia Luccardi,   Lili Sepe  ,212188,14670000
    Annihilation  ,2018,R,115," Adventure, Drama, Horror            ",6.8,79,    Alex Garland  ,      Natalie Portman,   Jennifer Jason Leigh,   Tessa Thompson,   Benedict Wong  ,283634,32730000
    Veronica Mars  ,2014,PG-13,107," Crime, Drama, Mystery            ",6.8,62,    Ro  Thomas  ,      Kristen Bell,   Jason Dohring,   Enrico Colantoni,   Chris Lowell  ,50524,3320000
    The Ba adook  ,2014,Not Rated,94," Drama, Horror, Mystery            ",6.8,86,    Jennifer Kent  ,      Essie Davis,   Noah Wiseman,   Daniel Henshall,   Hayley McElhinney  ,198610,920000
    Sinister  ,2012,R,110," Horror, Mystery, Thriller            ",6.8,0,    Scott Derrickson  ,      Ethan Hawke,   Juliet Rylance,   James Ransone,   Fred Thompson  ,223423,48090000
    The Maze Runner  ,2014,PG-13,113," Action, Mystery, Sci-Fi            ",6.8,0,    Wes Ball  ,      Dylan O    Brien,     Kaya Scodelario,     Will Poulter,     Thomas Brodie-Sangster    ,421194,102430000
    Odd Thomas  ,2013,PG-13,97," Comedy, Fantasy, Horror            ",6.8,0,    Stephen Sommers  ,      Anton Yelchin,   Ashley Sommers,   Leonor Varela,   Matthew Page  ,48217,0
    Stoker  ,2013,R,99," Drama, Mystery, Thriller            ",6.8,0,    Chan-wook Park  ,      Mia Wasikowska,   Nicole Kidman,   Matthew Goode,   Dermot Mulroney  ,103304,1700000
    Insidious  ,2010,PG-13,103," Horror, Mystery, Thriller            ",6.8,0,    James Wan  ,      Patrick Wilson,   Rose Byrne,   Ty Simpkins,   Lin Shaye  ,280381,54010000
    Unknown  ,2011,PG-13,113," Action, Mystery, Thriller            ",6.8,0,    Jaume Collet-Serra  ,      Liam Neeson,   Diane Kruger,   January Jones,   Aidan Quinn  ,250478,63690000
    Exam  ,2009,Not Rated,101," Mystery, Thriller            ",6.8,0,    Stuart Hazeldine  ,      Adar Beck,   Gemma Chan,   Nathalie Cox,   John Lloyd Fillingham  ,106346,0
    The Imaginarium of Doctor Parnassus  ,2009,PG-13,123," Adventure, Comedy, Fantasy            ",6.8,65,    Terry Gilliam  ,      Christopher Plummer,   Lily Cole,   Heath Ledger,   Andrew Garfield  ,144646,7690000
    Suspiria  ,2018,R,152," Fantasy, Horror, Mystery            ",6.8,64,    Luca Guadagnino  ,      Chlo Grace Moretz,   Tilda Swinton,   Doris Hick,   Malgorzata Bela  ,63146,2470000
    Distur ia  ,2007,PG-13,105," Crime, Drama, Mystery            ",6.8,62,    D.J. Caruso  ,      Shia LaBeouf,   David Morse,   Carrie-Anne Moss,   Sarah Roemer  ,222156,80210000
1408,2007,PG-13,104," Fantasy, Horror, Mystery            ",6.8,64,    Mikael Hfstrm  ,      John Cusack,   Samuel L. Jackson,   Mary McCormack,   Tony Shalhou   ,256382,71990000
    Four Brothers  ,2005,R,109," Action, Crime, Drama            ",6.8,0,    John Singleton  ,      Mark Wahl erg,   Tyrese Gi son,   Andr 3000,   Garrett Hedlund  ,135492,74490000
    Motherless Brooklyn  ,2019,R,144," Crime, Drama, Mystery            ",6.8,0,    Edward Norton  ,      Edward Norton,   Gugu M atha-Raw,   Alec Baldwin,   Willem Dafoe  ,45202,0
    Stay  ,2005,R,99," Drama, Mystery, Thriller            ",6.8,0,    Marc Forster  ,      Ewan McGregor,   Naomi Watts,   Ryan Gosling,   Kate Burton  ,75594,3630000
    Cypher  ,2002,R,95," Mystery, Sci-Fi, Thriller            ",6.8,0,    Vincenzo Natali  ,      Jeremy Northam,   Lucy Liu,   Nigel Bennett,   Timothy We  er  ,30147,0
    Spider  ,2002,R,98," Drama, Mystery, Thriller            ",6.8,83,    David Cronen erg  ,      Ralph Fiennes,   Miranda Richardson,   Ga riel Byrne,   Lynn Redgrave  ,35803,1640000
    The Pledge  ,2001,R,124," Crime, Drama, Mystery            ",6.8,71,    Sean Penn  ,      Jack Nicholson,   Benicio Del Toro,   Patricia Clarkson,   Beau Daniels  ,54175,19720000
    From Hell  ,2001,R,122," Horror, Mystery, Thriller            ",6.8,0,    Al ert Hughes   ,       Johnny Depp,   Heather Graham,   Ian Holm,   Ro  ie Coltrane    ,147596,31600000
    Freaks  ,2018,R,105," Drama, Mystery, Sci-Fi            ",6.7,63,    Zach Lipovsky   ,       Emile Hirsch,   Bruce Dern,   Grace Park,   Amanda Crew    ,27764,0
    Run  ,2020,PG-13,90," Horror, Mystery, Thriller            ",6.7,67,    Aneesh Chaganty  ,      Sarah Paulson,   Kiera Allen,   Sara Sohn,   Pat Healy  ,30114,0
    The Art of Self-Defense  ,2019,R,104," Action, Comedy, Crime            ",6.7,65,    Riley Stearns  ,      Jesse Eisen erg,   Alessandro Nivola,   Imogen Poots,   Steve Terada  ,28568,2410000
    The Vast of Night  ,2019,PG-13,91," Drama, Mystery, Sci-Fi            ",6.7,84,    Andrew Patterson  ,      Sierra McCormick,   Jake Horowitz,   Gail Cronauer,   Bruce Davis  ,29637,0
    I Am Mother  ,2019,TV-14,113," Drama, Mystery, Sci-Fi            ",6.7,64,    Grant Sputore  ,      Luke Hawker,   Rose Byrne,   Maddie Lenton,   Hazel Sandery  ,77311,0
    Marrow one  ,2017,R,110," Drama, Horror, Mystery            ",6.7,63,    Sergio G. Snchez  ,      George MacKay,   Anya Taylor-Joy,   Charlie Heaton,   Mia Goth  ,26001,0
    Summer of 84  ,2018,Not Rated,105," Drama, Horror, Mystery            ",6.7,0,    Franois Simard   ,    Graham Verchere,   Judah Lewis,   Cale  Emery,     ,34335,90000
    Goodnight Mommy  ,2014,R,99," Horror, Mystery, Thriller            ",6.7,81,    Severin Fiala   ,       Lukas Schwarz,   Elias Schwarz,   Susanne Wuest,   Hans Escher    ,44987,1170000
    The Guest  ,2014,R,100," Action, Mystery, Thriller            ",6.7,76,    Adam Wingard  ,      Dan Stevens,   Sheila Kelley,   Maika Monroe,   Joel David Moore  ,92466,320000
    Inherent Vice  ,2014,R,148," Comedy, Crime, Drama            ",6.7,81,    Paul Thomas Anderson  ,      Joaquin Phoenix,   Josh Brolin,   Owen Wilson,   Katherine Waterston  ,95563,8110000
    Los ojos de Julia  ,2010,Not Rated,118," Horror, Mystery, Thriller            ",6.7,0,    Guillem Morales  ,      Beln Rueda,   Llus Homar,   Pa lo Derqui,   Francesc Orella  ,32996,0
    Pandorum  ,2009,R,108," Action, Horror, Mystery            ",6.7,0,    Christian Alvart  ,      Dennis Quaid,   Ben Foster,   Cam Gigandet,   Antje Traue  ,144102,10330000
    Epic  ,2013,PG,102," Animation, Adventure, Family            ",6.7,0,    Chris Wedge  ,      Amanda Seyfried,   Josh Hutcherson,   Beyonc,   Colin Farrell  ,100280,107520000
    Paranoid Park  ,2007,R,85," Crime, Drama, Mystery            ",6.7,83,    Gus Van Sant  ,      Ga e Nevins,   Daniel Liu,   Taylor Momsen,   Jake Miller  ,29290,490000
    Angels & Demons  ,2009,PG-13,138," Action, Mystery, Thriller            ",6.7,0,    Ron Howard  ,      Tom Hanks,   Ewan McGregor,   Ayelet Zurer,   Stellan Skarsgrd  ,275451,133380000
    Transsi erian  ,2008,R,111," Crime, Drama, Mystery            ",6.7,72,    Brad Anderson  ,      Woody Harrelson,   Emily Mortimer,   Ben Kingsley,   Kate Mara  ,50987,2200000
    Shattered  ,2007,R,95," Crime, Drama, Mystery            ",6.7,0,    Mike Barker  ,      Pierce Brosnan,   Maria Bello,   Gerard Butler,   Emma Karwandy  ,30560,0
    Proof  ,2005,PG-13,100," Drama, Mystery            ",6.7,64,    John Madden  ,      Gwyneth Paltrow,   Anthony Hopkins,   Hope Davis,   Jake Gyllenhaal  ,43274,7520000
    The Eye  ,2002,R,99," Drama, Fantasy, Horror            ",6.7,66,    Danny Pang   ,       Angelica Lee,   Chutcha Rujinanon,   Lawrence Chou,   Jinda Duangtoy    ,27997,500000
    Swimming Pool  ,2003,R,102," Crime, Drama, Mystery            ",6.7,70,    Franois Ozon  ,      Charlotte Rampling,   Charles Dance,   Ludivine Sagnier,   Jean-Marie Lamour  ,42796,10110000
    Dark Water  ,2002,PG-13,101," Drama, Horror, Mystery            ",6.7,0,    Hideo Nakata  ,      Hitomi Kuroki,   Rio Kanno,   Mirei Oguchi,   Asami Mizukawa  ,30309,0
    Signs  ,2002,PG-13,106," Drama, Mystery, Sci-Fi            ",6.7,0,    M. Night Shyamalan  ,      Mel Gi son,   Joaquin Phoenix,   Rory Culkin,   A igail Breslin  ,338714,227970000
    The Curse of the Jade Scorpion  ,2001,PG-13,103," Comedy, Crime, Mystery            ",6.7,0,    Woody Allen  ,      Greg Ste ner,   Woody Allen,   John Tormey,   John Schuck  ,37905,7500000
    Enola Holmes  ,2020,PG-13,123," Action, Adventure, Crime            ",6.6,68,    Harry Brad eer  ,      Millie Bo  y Brown,   Henry Cavill,   Sam Claflin,   Helena Bonham Carter  ,130062,0
    Pokmon Detective Pikachu  ,2019,PG,104," Action, Adventure, Comedy            ",6.6,0,    Ro  Letterman  ,      Ryan Reynolds,   Justice Smith,   Kathryn Newton,   Bill Nighy  ,139968,144110000
    The Good Liar  ,2019,R,109," Crime, Drama, Mystery            ",6.6,0,    Bill Condon  ,      Helen Mirren,   Ian McKellen,   Russell Tovey,   Jim Carter  ,27816,0
    Happy Death Day  ,2017,PG-13,96," Comedy, Horror, Mystery            ",6.6,0,    Christopher Landon  ,      Jessica Rothe,   Israel Broussard,   Ru y Modine,   Charles Aitken  ,118422,55680000
    Mother!  ,2017,R,121," Drama, Horror, Mystery            ",6.6,75,    Darren Aronofsky  ,      Jennifer Lawrence,   Javier Bardem,   Ed Harris,   Michelle Pfeiffer  ,193349,17800000
    Midnight Special  ,2016,PG-13,112," Drama, Mystery, Sci-Fi            ",6.6,76,    Jeff Nichols  ,      Michael Shannon,   Joel Edgerton,   Kirsten Dunst,   Adam Driver  ,76353,3710000
    The Invitation  ,2015,Not Rated,100," Drama, Mystery, Thriller            ",6.6,74,    Karyn Kusama  ,      Logan Marshall-Green,   Emayatzy Corinealdi,   Michiel Huisman,   Tammy Blanchard  ,95618,230000
    Insidious: Chapter 2  ,2013,PG-13,106," Horror, Mystery, Thriller            ",6.6,0,    James Wan  ,      Patrick Wilson,   Rose Byrne,   Bar ara Hershey,   Lin Shaye  ,156336,83590000
    You' re Next  ,2011,R,95," Action, Crime, Horror            ",6.6,66,    Adam Wingard  ,      Sharni Vinson,   Joe Swan erg,   AJ Bowen,   Nicholas Tucci  ,89240,18470000
    Divergent  ,2014,PG-13,139," Action, Adventure, Mystery            ",6.6,0,    Neil Burger  ,      Shailene Woodley,   Theo James,   Kate Winslet,   Jai Courtney  ,428142,150950000
    Edge of Darkness  ,2010,R,117," Action, Crime, Drama            ",6.6,0,    Martin Camp ell  ,      Mel Gi son,   Ray Winstone,   Danny Huston,   Bojana Novakovic  ,90104,43310000
    Eagle Eye  ,2008,PG-13,118," Action, Mystery, Thriller            ",6.6,0,    D.J. Caruso  ,      Shia LaBeouf,   Michelle Monaghan,   Rosario Dawson,   Michael Chiklis  ,176854,101110000
    Blindness  ,2008,R,121," Drama, Mystery, Sci-Fi            ",6.6,0,    Fernando Meirelles  ,      Julianne Moore,   Mark Ruffalo,   Gael Garca Bernal,   Ysuke Iseya  ,70452,3070000
    Scoop  ,2006,PG-13,96," Comedy, Crime, Fantasy            ",6.6,0,    Woody Allen  ,      Scarlett Johansson,   Hugh Jackman,   Jim Dunk,   Ro ert Bathurst  ,81137,10530000
    Puss in Boots  ,2011,PG,90," Animation, Action, Adventure            ",6.6,65,    Chris Miller  ,      Antonio Banderas,   Salma Hayek,   Zach Galifianakis,   Billy Bo  Thornton  ,145344,149260000
    Saw II  ,2005,R,93," Horror, Mystery            ",6.6,0,    Darren Lynn Bousman  ,      Donnie Wahl erg,   Beverley Mitchell,   Franky G,   Emmanuelle Vaugier  ,233879,87040000
    Monster House  ,2006,PG,91," Animation, Comedy, Family            ",6.6,68,    Gil Kenan  ,      Mitchel Musso,   Sam Lerner,   Spencer Locke,   Ryan Whitney  ,102425,73660000
    The Da Vinci Code  ,2006,PG-13,149," Mystery, Thriller            ",6.6,0,    Ron Howard  ,      Tom Hanks,   Audrey Tautou,   Jean Reno,   Ian McKellen  ,403749,217540000
    The Manchurian Candidate  ,2004,R,129," Drama, Mystery, Sci-Fi            ",6.6,76,    Jonathan Demme  ,      Denzel Washington,   Liev Schrei er,   Meryl Streep,   Kim erly Elise  ,104518,65960000
    Secret Window  ,2004,PG-13,96," Drama, Mystery, Thriller            ",6.6,0,    David Koepp  ,      Johnny Depp,   Maria Bello,   John Turturro,   Timothy Hutton  ,183289,48020000
    Dead End  ,2003,R,85," Adventure, Horror, Mystery            ",6.6,0,    Jean-Baptiste Andrea   ,       Ray Wise,   Lin Shaye,   Mick Cain,   Alexandra Holden    ,26522,0
    The Gift  ,2000,R,111," Drama, Fantasy, Horror            ",6.6,62,    Sam Raimi  ,      Cate Blanchett,   Katie Holmes,   Keanu Reeves,   Giovanni Ri isi  ,64029,12010000
    Joy Ride  ,2001,R,97," Action, Mystery, Thriller            ",6.6,75,    John Dahl  ,      Steve Zahn,   Paul Walker,   Leelee So ieski,   Jessica Bowman  ,64533,21970000
    What Lies Beneath  ,2000,PG-13,130," Drama, Horror, Mystery            ",6.6,0,    Ro ert Zemeckis  ,      Harrison Ford,   Michelle Pfeiffer,   Katharine Towne,   Miranda Otto  ,118377,155460000
    Mandy  ,2018,Not Rated,121," Action, Mystery, Thriller            ",6.5,81,    Panos Cosmatos  ,      Nicolas Cage,   Andrea Rise orough,   Linus Roache,   Ned Dennehy  ,65303,1210000
    Under the Silver Lake  ,2018,R,139," Crime, Drama, Mystery            ",6.5,0,    David Ro ert Mitchell  ,      Andrew Garfield,   Riley Keough,   Topher Grace,   Callie Hernandez  ,34075,50000
    Anna elle: Creation  ,2017,R,109," Horror, Mystery, Thriller            ",6.5,62,    David F. Sand erg  ,      Anthony LaPaglia,   Samara Lee,   Miranda Otto,   Brad Greenquist  ,113742,102090000
    The Endless  ,2017,Not Rated,111," Drama, Fantasy, Horror            ",6.5,80,    Justin Benson   ,       Aaron Moorhead,   Justin Benson,   Callie Hernandez,   Tate Ellington    ,34934,270000
    The Girl on the Train  ,2016,R,112," Crime, Drama, Mystery            ",6.5,0,    Tate Taylor  ,      Emily Blunt,   Haley Bennett,   Re ecca Ferguson,   Justin Theroux  ,171116,75400000
    Nerve  ,2016,PG-13,96," Adventure, Crime, Drama            ",6.5,0,    Henry Joost   ,       Emma Ro erts,   Dave Franco,   Emily Meade,   Miles Heizer    ,117054,38580000
    Murder on the Orient Express  ,2017,PG-13,114," Crime, Drama, Mystery            ",6.5,0,    Kenneth Branagh  ,      Kenneth Branagh,   Penlope Cruz,   Willem Dafoe,   Judi Dench  ,215660,102830000
    Now You See Me 2  ,2016,PG-13,129," Action, Adventure, Comedy            ",6.5,0,    Jon M. Chu  ,      Jesse Eisen erg,   Mark Ruffalo,   Woody Harrelson,   Dave Franco  ,251749,65080000
    Ad Astra  ,2019,PG-13,123," Adventure, Drama, Mystery            ",6.5,80,    James Gray  ,      Brad Pitt,   Tommy Lee Jones,   Ruth Negga,   Donald Sutherland  ,201818,35400000
    Crimson Peak  ,2015,R,119," Drama, Fantasy, Horror            ",6.5,66,    Guillermo del Toro  ,      Mia Wasikowska,   Jessica Chastain,   Tom Hiddleston,   Charlie Hunnam  ,131193,31090000
    Oculus  ,2013,R,104," Horror, Mystery            ",6.5,61,    Mike Flanagan  ,      Karen Gillan,   Brenton Thwaites,   Katee Sackhoff,   Rory Cochrane  ,118020,27700000
    Money Monster  ,2016,R,98," Crime, Drama, Mystery            ",6.5,0,    Jodie Foster  ,         George Clooney,     Julia Ro erts,  Jack O    Connell,     Dominic West    ,95112,41010000
    Self/less  ,2015,PG-13,117," Action, Mystery, Sci-Fi            ",6.5,0,    Tarsem Singh  ,      Ryan Reynolds,   Natalie Martinez,   Matthew Goode,   Ben Kingsley  ,91116,12280000
    The Dou le  ,2013,R,93," Comedy, Drama, Mystery            ",6.5,68,    Richard Ayoade  ,      Jesse Eisen erg,   Mia Wasikowska,   Wallace Shawn,   Noah Taylor  ,47685,200000
    Before I Fall  ,2017,PG-13,98," Drama, Fantasy, Mystery            ",6.5,0,    Ry Russo-Young  ,      Zoey Deutch,   Halston Sage,   Cynthy Wu,   Medalion Rahimi  ,46789,12240000
    Horns  ,2013,R,120," Comedy, Crime, Drama            ",6.5,0,    Alexandre Aja  ,      Daniel Radcliffe,   Juno Temple,   Max Minghella,   Joe Anderson  ,78283,160000
    The Lucky One  ,2012,PG-13,101," Drama, Mystery, Romance            ",6.5,0,    Scott Hicks  ,      Zac Efron,   Taylor Schilling,   Blythe Danner,   Riley Thomas Stewart  ,102040,60460000
    [Rec]  ,2009,R,85," Action, Adventure, Fantasy            ",6.5,0,    Jaume Balaguer   ,       Jonathan D. Mellor,   Manuela Velasco,   scar Zafra,   Ariel Casas    ,69032,30000
    Child 44  ,2015,R,137," Crime, Drama, History            ",6.5,0,    Daniel Espinosa  ,      Tom Hardy,   Gary Oldman,   Noomi Rapace,   Joel Kinnaman  ,66501,1210000
    A Perfect Getaway  ,2009,R,98," Drama, Mystery, Thriller            ",6.5,63,    David Twohy  ,      Milla Jovovich,   Steve Zahn,   Timothy Olyphant,   Kiele Sanchez  ,67923,15480000
    The International  ,2009,R,118," Action, Crime, Drama            ",6.5,0,    Tom Tykwer  ,      Clive Owen,   Naomi Watts,   Armin Mueller-Stahl,   Ulrich Thomsen  ,91823,25450000
    Sleuth  ,2007,R,88," Crime, Drama, Mystery            ",6.5,0,    Kenneth Branagh  ,      Michael Caine,   Jude Law,   Harold Pinter,   Kenneth Branagh  ,30567,340000
