title,year,certificate,duration,genre,rating,metascore,director,actor1,actor2,actor3,actor4,votes,gross
    Hairspray  ,2007,PG,117," Comedy, Drama, Musical            ",6.6,81,    Adam Shankman  ,      John Travolta,   Queen Latifah,   Nikki Blonsky,   Michelle Pfeiffer  ,120313,118870000
    Charlie and the Chocolate Factory  ,2005,PG,115," Adventure, Comedy, Family            ",6.6,72,    Tim Burton  ,      Johnny Depp,   Freddie Highmore,   David Kelly,   Helena Bonham Carter  ,431952,206460000
    The Polar Express  ,2004,G,100," Animation, Adventure, Comedy            ",6.6,61,    Ro ert Zemeckis  ,      Tom Hanks,   Chris Coppola,   Michael Jeter,   Leslie Zemeckis  ,181624,183370000
    Trolls  ,2016,PG,92," Animation, Adventure, Comedy            ",6.5,0,    Mike Mitchell   ,       Anna Kendrick,   Justin Tim erlake,   Zooey Deschanel,   Christopher Mintz-Plasse    ,73039,153710000
    Dreamgirls  ,2006,PG-13,130," Drama, Music, Musical            ",6.5,76,    Bill Condon  ,      Beyonc,   Jamie Foxx,   Eddie Murphy,   Danny Glover  ,69368,103370000
    Muppets Most Wanted  ,2014,PG,107," Adventure, Comedy, Crime            ",6.4,61,    James Bo in  ,      Ricky Gervais,   Ty Burrell,   Tina Fey,   Steve Whitmire  ,31967,51180000
    The Lorax  ,2012,PG,86," Animation, Adventure, Comedy            ",6.4,0,    Chris Renaud   ,       Zac Efron,   Taylor Swift,   Danny DeVito,   Ed Helms    ,99622,214030000
    Burlesque  ,2010,PG-13,119," Drama, Music, Musical            ",6.4,0,    Steve Antin  ,      Cher,   Christina Aguilera,   Alan Cumming,   Eric Dane  ,79314,39440000
    Mamma Mia!  ,2008,PG-13,108," Comedy, Musical, Romance            ",6.4,0,    Phyllida Lloyd  ,      Meryl Streep,   Pierce Brosnan,   Amanda Seyfried,   Stellan Skarsgrd  ,217870,144130000
    Hoodwinked  ,2005,PG,80," Animation, Comedy, Crime            ",6.4,0,    Cory Edwards   ,    Anne Hathaway,   Glenn Close,   Patrick War urton,     ,56801,51390000
    Happy Feet  ,2006,PG,108," Animation, Adventure, Comedy            ",6.4,77,    George Miller   ,    Elijah Wood,   Brittany Murphy,   Hugh Jackman,     ,171051,198000000
    Rio 2  ,2014,G,101," Animation, Adventure, Comedy            ",6.3,0,    Carlos Saldanha  ,      Jesse Eisen erg,   Anne Hathaway,   Jemaine Clement,   Andy Garcia  ,80984,131540000
    The Producers  ,2005,PG-13,134," Comedy, Crime, Musical            ",6.3,0,    Susan Stroman  ,      Nathan Lane,   Matthew Broderick,   Uma Thurman,   Will Ferrell  ,41119,19380000
    Isn' t It Romantic  ,2019,PG-13,89," Comedy, Fantasy, Musical            ",5.9,0,    Todd Strauss-Schulson  ,      Re el Wilson,   Liam Hemsworth,   Adam Devine,   Priyanka Chopra  ,63726,48790000
    Into the Woods  ,2014,PG,125," Adventure, Comedy, Drama            ",5.9,69,    Ro  Marshall  ,      Anna Kendrick,   Meryl Streep,   Chris Pine,   Emily Blunt  ,133355,128000000
    Happy Feet Two  ,2011,PG,100," Animation, Adventure, Comedy            ",5.9,0,    George Miller   ,    Elijah Wood,   Ro in Williams,   Pink,     ,42063,64010000
    Rock of Ages  ,2012,PG-13,123," Comedy, Drama, Musical            ",5.9,0,    Adam Shankman  ,      Julianne Hough,   Diego Boneta,   Tom Cruise,   Alec Baldwin  ,74192,38520000
    Raise Your Voice  ,2004,PG,103," Family, Music, Musical            ",5.9,0,    Sean McNamara  ,      Hilary Duff,   John Cor ett,   Re ecca De Mornay,   Oliver James  ,26899,10410000
    Nine  ,2009,PG-13,118," Drama, Musical, Romance            ",5.8,0,    Ro  Marshall  ,      Daniel Day-Lewis,   Marion Cotillard,   Penlope Cruz,   Sandro Dori  ,42509,24000000
    Annie  ,2014,PG,118," Comedy, Drama, Family            ",5.3,0,    Will Gluck  ,      Quvenzhan Wallis,   Cameron Diaz,   Jamie Foxx,   Rose Byrne  ,34425,85910000
    High School Musical 3: Senior Year  ,2008,G,112," Comedy, Drama, Family            ",4.8,0,    Kenny Ortega  ,      Zac Efron,   Vanessa Hudgens,   Ashley Tisdale,   Lucas Gra eel  ,58458,90560000
    Cats  ,2019,PG,110," Comedy, Drama, Family            ",2.7,0,    Tom Hooper  ,      James Corden,   Judi Dench,   Jason Derulo,   Idris El a  ,43178,0
