title,year,certificate,duration,genre,rating,metascore,director,actor1,actor2,actor3,actor4,votes,gross
    Hacksaw Ridge  ,2016,R,139," Biography, Drama, History            ",8.1,71,    Mel Gi son  ,      Andrew Garfield,   Sam Worthington,   Luke Bracey,   Teresa Palmer  ,441572,67210000
    12 Years a Slave  ,2013,R,134," Biography, Drama, History            ",8.1,96,    Steve McQueen  ,      Chiwetel Ejiofor,   Michael Kenneth Williams,   Michael Fass ender,   Brad Pitt  ,645651,56670000
    Rush  ,2013,R,123," Action, Biography, Drama            ",8.1,74,    Ron Howard  ,      Daniel Brhl,   Chris Hemsworth,   Olivia Wilde,   Alexandra Maria Lara  ,435779,26950000
    Ford v Ferrari  ,2019,PG-13,152," Action, Biography, Drama            ",8.1,81,    James Mangold  ,      Matt Damon,   Christian Bale,   Jon Bernthal,   Caitriona Balfe  ,300253,117620000
    Spotlight  ,2015,R,129," Biography, Crime, Drama            ",8.1,93,    Tom McCarthy  ,      Mark Ruffalo,   Michael Keaton,   Rachel McAdams,   Liev Schrei er  ,424605,45060000
    Hachi: A Dog' s Tale  ,2009,G,93," Biography, Drama, Family            ",8.1,0,    Lasse Hallstrm  ,      Richard Gere,   Joan Allen,   Cary-Hiroyuki Tagawa,   Sarah Roemer  ,255863,0
    Into the Wild  ,2007,R,148," Adventure, Biography, Drama            ",8.1,73,    Sean Penn  ,      Emile Hirsch,   Vince Vaughn,   Catherine Keener,   Marcia Gay Harden  ,577236,18350000
    Hotel Rwanda  ,2004,PG-13,121," Biography, Drama, History            ",8.1,79,    Terry George  ,      Don Cheadle,   Sophie Okonedo,   Joaquin Phoenix,   Xolani Mali  ,336060,23530000
    Catch Me If You Can  ,2002,PG-13,141," Biography, Crime, Drama            ",8.1,75,    Steven Spiel erg  ,      Leonardo DiCaprio,   Tom Hanks,   Christopher Walken,   Martin Sheen  ,842605,164620000
    Togo  ,2019,PG,113," Adventure, Biography, Drama            ",8.0,69,    Ericson Core  ,      Willem Dafoe,   Julianne Nicholson,   Christopher Heyerdahl,   Richard Dormer  ,38941,0
    Lion  ,2016,PG-13,118," Biography, Drama            ",8.0,69,    Garth Davis  ,      Dev Patel,   Nicole Kidman,   Rooney Mara,   Sunny Pawar  ,216121,51740000
    The Imitation Game  ,2014,PG-13,114," Biography, Drama, Thriller            ",8.0,73,    Morten Tyldum  ,      Benedict Cum er atch,   Keira Knightley,   Matthew Goode,   Allen Leech  ,691015,91130000
    Bohemian Rhapsody  ,2018,PG-13,134," Biography, Drama, Music            ",8.0,0,    Bryan Singer  ,      Rami Malek,   Lucy Boynton,   Gwilym Lee,   Ben Hardy  ,457894,216430000
    The King' s Speech  ,2010,R,118," Biography, Drama, History            ",8.0,88,    Tom Hooper  ,      Colin Firth,   Geoffrey Rush,   Helena Bonham Carter,   Derek Jaco i  ,643139,138800000
    Yip Man  ,2008,R,106," Action, Biography, Drama            ",8.0,0,    Wilson Yip  ,      Donnie Yen,   Simon Yam,   Siu-Wong Fan,   Ka Tung Lam  ,212317,0
    Persepolis  ,2007,PG-13,96," Animation, Biography, Drama            ",8.0,90,    Vincent Paronnaud   ,       Chiara Mastroianni,   Catherine Deneuve,   Gena Rowlands,   Danielle Darrieux    ,89132,4450000
    Dallas Buyers Clu   ,2013,R,117," Biography, Drama            ",8.0,80,    Jean-Marc Valle  ,      Matthew McConaughey,   Jennifer Garner,   Jared Leto,   Steve Zahn  ,445572,27300000
    The Pursuit of Happyness  ,2006,PG-13,117," Biography, Drama            ",8.0,64,    Ga riele Muccino  ,      Will Smith,   Thandie Newton,   Jaden Smith,   Brian Howe  ,452763,163570000
    The Diving Bell and the Butterfly  ,2007,PG-13,112," Biography, Drama            ",8.0,92,    Julian Schna el   ,       Mathieu Amalric,   Emmanuelle Seigner,   Marie-Jose Croze,   Anne Consigny    ,103657,5990000
    The Sea Inside  ,2004,PG-13,126," Biography, Drama            ",8.0,74,    Alejandro Amen ar  ,      Javier Bardem,   Beln Rueda,   Lola Dueas,   Ma el Rivera  ,77897,2090000
    Cinderella Man  ,2005,PG-13,144," Biography, Drama, History            ",8.0,69,    Ron Howard  ,      Russell Crowe,   Rene Zellweger,   Craig Bierko,   Paul Giamatti  ,177053,61650000
    The Irishman  ,2019,R,209," Biography, Crime, Drama            ",7.9,94,    Martin Scorsese  ,      Ro ert De Niro,   Al Pacino,   Joe Pesci,   Harvey Keitel  ,330560,7000000
    Hidden Figures  ,2016,PG,127," Biography, Drama, History            ",7.8,74,    Theodore Melfi  ,      Taraji P. Henson,   Octavia Spencer,   Janelle Mone,   Kevin Costner  ,203272,169610000
    M.S. Dhoni: The Untold Story  ,2016,Not Rated,184," Biography, Drama, Sport            ",7.8,0,    Neeraj Pandey  ,      Sushant Singh Rajput,   Kiara Advani,   Anupam Kher,   Disha Patani  ,40875,1780000
    Loving Vincent  ,2017,PG-13,94," Animation, Biography, Crime            ",7.8,62,    Dorota Ko iela   ,       Douglas Booth,   Jerome Flynn,   Ro ert Gulaczyk,   Helen McCrory    ,51443,6740000
    Pride  ,2014,R,119," Biography, Comedy, Drama            ",7.8,79,    Matthew Warchus  ,      Bill Nighy,   Imelda Staunton,   Dominic West,   Paddy Considine  ,52333,0
    The Wind Rises  ,2013,PG-13,126," Animation, Biography, Drama            ",7.8,83,    Hayao Miyazaki  ,      Hideaki Anno,   Hidetoshi Nishijima,   Miori Takimoto,   Masahiko Nishimura  ,74711,5210000
    The Big Short  ,2015,R,130," Biography, Comedy, Drama            ",7.8,81,    Adam McKay  ,      Christian Bale,   Steve Carell,   Ryan Gosling,   Brad Pitt  ,369737,70260000
    Captain Phillips  ,2013,PG-13,134," Adventure, Biography, Crime            ",7.8,82,    Paul Greengrass  ,      Tom Hanks,   Barkhad A di,   Barkhad A dirahman,   Catherine Keener  ,424248,107100000
    Straight Outta Compton  ,2015,R,147," Biography, Drama, History            ",7.8,72,    F. Gary Gray  ,      O    Shea Jackson Jr.,     Corey Hawkins,     Jason Mitchell,     Neil Brown Jr.    ,180311,161200000
    The Fighter  ,2010,R,116," Biography, Drama, Sport            ",7.8,79,    David O. Russell  ,      Mark Wahl erg,   Christian Bale,   Amy Adams,   Melissa Leo  ,342869,93620000
    American Gangster  ,2007,R,157," Biography, Crime, Drama            ",7.8,76,    Ridley Scott  ,      Denzel Washington,   Russell Crowe,   Chiwetel Ejiofor,   Josh Brolin  ,395099,130160000
    The World' s Fastest Indian  ,2005,PG-13,127," Biography, Drama, Sport            ",7.8,68,    Roger Donaldson  ,      Anthony Hopkins,   Diane Ladd,   Iain Rea,   Tessa Mitchell  ,52167,5130000
    Walk the Line  ,2005,PG-13,136," Biography, Drama, Music            ",7.8,72,    James Mangold  ,      Joaquin Phoenix,   Reese Witherspoon,   Ginnifer Goodwin,   Ro ert Patrick  ,235537,119520000
    The Motorcycle Diaries  ,2004,R,126," Adventure, Biography, Drama            ",7.8,75,    Walter Salles  ,      Gael Garca Bernal,   Rodrigo De la Serna,   Ma Maestro,   Mercedes Morn  ,97134,16760000
    Remem er the Titans  ,2000,PG,113," Biography, Drama, Sport            ",7.8,0,    Boaz Yakin  ,      Denzel Washington,   Will Patton,   Wood Harris,   Ryan Hurst  ,199352,115650000
    Sanju  ,2018,TV-MA,155," Biography, Comedy, Drama            ",7.7,0,    Rajkumar Hirani  ,      Ran ir Kapoor,   Paresh Rawal,   Manisha Koirala,   Vicky Kaushal  ,47860,7910000
    The Theory of Everything  ,2014,PG-13,123," Biography, Drama, Romance            ",7.7,72,    James Marsh  ,      Eddie Redmayne,   Felicity Jones,   Tom Prior,   Sophie Perry  ,407894,35890000
    The Social Network  ,2010,PG-13,120," Biography, Drama            ",7.7,95,    David Fincher  ,      Jesse Eisen erg,   Andrew Garfield,   Justin Tim erlake,   Rooney Mara  ,630481,96960000
    Argo  ,2012,R,120," Biography, Drama, Thriller            ",7.7,86,    Ben Affleck  ,      Ben Affleck,   Bryan Cranston,   John Goodman,   Alan Arkin  ,576330,136030000
    Frost/Nixon  ,2008,R,122," Biography, Drama, History            ",7.7,80,    Ron Howard  ,      Frank Langella,   Michael Sheen,   Kevin Bacon,   Sam Rockwell  ,103742,18590000
    Changeling  ,2008,R,141," Biography, Crime, Drama            ",7.7,63,    Clint Eastwood  ,      Angelina Jolie,   Colm Feore,   Amy Ryan,   Gattlin Griffith  ,240495,35740000
    The Last King of Scotland  ,2006,R,123," Biography, Drama, History            ",7.7,74,    Kevin Macdonald  ,      James McAvoy,   Forest Whitaker,   Gillian Anderson,   Kerry Washington  ,176277,17610000
    Control  ,2007,R,122," Biography, Drama, Music            ",7.7,78,    Anton Cor ijn  ,      Sam Riley,   Samantha Morton,   Craig Parkinson,   Alexandra Maria Lara  ,61871,870000
    Ray  ,2004,PG-13,152," Biography, Drama, Music            ",7.7,73,    Taylor Hackford  ,      Jamie Foxx,   Regina King,   Kerry Washington,   Clifton Powell  ,139228,75330000
    Dark Waters  ,2019,PG-13,126," Biography, Drama, History            ",7.6,73,    Todd Haynes  ,      Mark Ruffalo,   Anne Hathaway,   Tim Ro  ins,   Bill Pullman  ,63942,0
    The Two Popes  ,2019,PG-13,125," Biography, Comedy, Drama            ",7.6,75,    Fernando Meirelles  ,      Anthony Hopkins,   Jonathan Pryce,   Juan Minujn,   Luis Gnecco  ,108871,0
    The Boy Who Harnessed the Wind  ,2019,TV-PG,113," Biography, Drama, History            ",7.6,68,    Chiwetel Ejiofor  ,      Chiwetel Ejiofor,   Maxwell Sim a,   Felix Lem uro,   Ro ert Agengo  ,29809,0
    Just Mercy  ,2019,PG-13,137," Biography, Crime, Drama            ",7.6,68,    Destin Daniel Cretton  ,      Michael B. Jordan,   Jamie Foxx,   Brie Larson,   Charlie Pye Jr.  ,48787,0
    Only the Brave  ,2017,PG-13,134," Action, Biography, Drama            ",7.6,72,    Joseph Kosinski  ,      Josh Brolin,   Miles Teller,   Jeff Bridges,   Jennifer Connelly  ,59300,18340000
    Philomena  ,2013,PG-13,98," Biography, Comedy, Drama            ",7.6,77,    Stephen Frears  ,      Judi Dench,   Steve Coogan,   Sophie Kennedy Clark,   Mare Winningham  ,94569,37710000
    The Greatest Showman  ,2017,PG,105," Biography, Drama, Musical            ",7.6,0,    Michael Gracey  ,      Hugh Jackman,   Michelle Williams,   Zac Efron,   Zendaya  ,242602,174340000
    Money all  ,2011,PG-13,133," Biography, Drama, Sport            ",7.6,87,    Bennett Miller  ,      Brad Pitt,   Ro in Wright,   Jonah Hill,   Philip Seymour Hoffman  ,373430,75610000
    Hunger  ,2008,Not Rated,96," Biography, Drama            ",7.6,82,    Steve McQueen  ,      Stuart Graham,   Laine Megaw,   Brian Milligan,   Liam McMahon  ,66564,150000
    The Blind Side  ,2009,PG-13,129," Biography, Drama, Sport            ",7.6,0,    John Lee Hancock  ,      Quinton Aaron,   Sandra Bullock,   Tim McGraw,   Jae Head  ,295501,255960000
    Freedom Writers  ,2007,PG-13,123," Biography, Crime, Drama            ",7.6,64,    Richard LaGravenese  ,      Hilary Swank,   Imelda Staunton,   Patrick Dempsey,   Scott Glenn  ,70857,36610000
    La Vie En Rose  ,2007,PG-13,140," Biography, Drama, Music            ",7.6,66,    Olivier Dahan  ,      Marion Cotillard,   Sylvie Testud,   Pascal Greggory,   Emmanuelle Seigner  ,83161,10300000
    Fearless  ,2006,PG-13,104," Action, Biography, Drama            ",7.6,70,    Ronny Yu  ,      Jet Li,   Li Sun,   Yong Dong,   Yun Qu  ,73059,24630000
    Sophie Scholl: The Final Days  ,2005,Not Rated,120," Biography, Crime, Drama            ",7.6,76,    Marc Rothemund  ,      Julia Jentsch,   Fa ian Hinrichs,   Alexander Held,   Johanna Gastdorf  ,26574,680000
    Finding Neverland  ,2004,PG,106," Biography, Drama, Family            ",7.6,67,    Marc Forster  ,      Johnny Depp,   Kate Winslet,   Julie Christie,   Radha Mitchell  ,199416,51680000
    Blow  ,2001,R,124," Biography, Crime, Drama            ",7.6,0,    Ted Demme  ,      Johnny Depp,   Penlope Cruz,   Franka Potente,   Rachel Griffiths  ,242113,52990000
    BlacKkKlansman  ,2018,R,135," Biography, Comedy, Crime            ",7.5,83,    Spike Lee  ,      John David Washington,   Adam Driver,   Laura Harrier,   Topher Grace  ,227025,49280000
"    I, Tonya  ",2017,R,119," Biography, Comedy, Drama            ",7.5,77,    Craig Gillespie  ,      Margot Ro  ie,   Se astian Stan,   Allison Janney,   Julianne Nicholson  ,184865,30010000
    The Favourite  ,2018,R,119," Biography, Comedy, Drama            ",7.5,91,    Yorgos Lanthimos  ,      Olivia Colman,   Emma Stone,   Rachel Weisz,   Nicholas Hoult  ,175010,34370000
    Richard Jewell  ,2019,R,131," Biography, Crime, Drama            ",7.5,68,    Clint Eastwood  ,      Paul Walter Hauser,   Sam Rockwell,   Brandon Stanley,   Ryan Boz  ,65996,0
    Trum o  ,2015,R,124," Biography, Crime, Drama            ",7.5,0,    Jay Roach  ,      Bryan Cranston,   Diane Lane,   Helen Mirren,   Louis C.K.  ,77103,7860000
    Fruitvale Station  ,2013,R,85," Biography, Crime, Drama            ",7.5,85,    Ryan Coogler  ,      Michael B. Jordan,   Melonie Diaz,   Octavia Spencer,   Kevin Durand  ,76361,16100000
    Saving Mr. Banks  ,2013,PG-13,125," Biography, Comedy, Drama            ",7.5,65,    John Lee Hancock  ,      Emma Thompson,   Tom Hanks,   Annie Rose Buckley,   Colin Farrell  ,153086,83300000
    127 Hours  ,2010,R,94," Biography, Drama            ",7.5,82,    Danny Boyle  ,      James Franco,   Am er Tam lyn,   Kate Mara,   Sean Bott  ,349949,18340000
    Ip Man 2  ,2010,R,108," Action, Biography, Drama            ",7.5,67,    Wilson Yip  ,      Donnie Yen,   Xiaoming Huang,   Sammo Kam-Bo Hung,   Lynn Xiong  ,98445,210000
    A Royal Affair  ,2012,R,137," Biography, Drama, History            ",7.5,73,    Nikolaj Arcel  ,      Alicia Vikander,   Mads Mikkelsen,   Mikkel Boe Flsgaard,   Trine Dyrholm  ,44549,1550000
    Mesrine: Killer Instinct  ,2008,R,113," Action, Biography, Crime            ",7.5,71,    Jean-Franois Richet  ,      Vincent Cassel,   Ccile de France,   Grard Depardieu,   Gilles Lellouche  ,32298,550000
    The Damned United  ,2009,R,98," Biography, Drama, Sport            ",7.5,81,    Tom Hooper  ,      Colm Meaney,   Henry Goodman,   David Roper,   Jimmy Reddington  ,41629,450000
    Lone Survivor  ,2013,R,121," Action, Biography, Drama            ",7.5,0,    Peter Berg  ,      Mark Wahl erg,   Taylor Kitsch,   Emile Hirsch,   Ben Foster  ,267905,125100000
    Selma  ,2014,PG-13,128," Biography, Drama, History            ",7.5,80,    Ava DuVernay  ,      David Oyelowo,   Carmen Ejogo,   Oprah Winfrey,   Tom Wilkinson  ,87066,52080000
    Milk  ,2008,R,128," Biography, Drama            ",7.5,84,    Gus Van Sant  ,      Sean Penn,   Josh Brolin,   Emile Hirsch,   Diego Luna  ,165371,31840000
42,2013,PG-13,128," Biography, Drama, Sport            ",7.5,62,    Brian Helgeland  ,      Chadwick Boseman,   T.R. Knight,   Harrison Ford,   Nicole Beharie  ,87318,95000000
    The Assassination of Jesse James  y the Coward Ro ert Ford  ,2007,R,160," Biography, Crime, Drama            ",7.5,68,    Andrew Dominik  ,      Brad Pitt,   Casey Affleck,   Sam Shepard,   Mary-Louise Parker  ,170368,3900000
    The Great De aters  ,2007,PG-13,126," Biography, Drama, Romance            ",7.5,65,    Denzel Washington  ,      Denzel Washington,   Forest Whitaker,   Kim erly Elise,   Nate Parker  ,56206,30230000
    Mesrine: Pu lic Enemy No. 1  ,2008,R,133," Action, Biography, Crime            ",7.5,72,    Jean-Franois Richet  ,      Vincent Cassel,   Ludivine Sagnier,   Mathieu Amalric,   Samuel Le Bihan  ,28594,280000
    Miracle  ,2004,PG,135," Biography, Drama, History            ",7.5,68,    Gavin O  Connor  ,      Kurt Russell,   Patricia Clarkson,   Nathan West,   Noah Emmerich  ,48544,64380000
    The Aviator  ,2004,PG-13,170," Biography, Drama            ",7.5,77,    Martin Scorsese  ,      Leonardo DiCaprio,   Cate Blanchett,   Kate Beckinsale,   John C. Reilly  ,336538,102610000
    Darkest Hour  ,2017,PG-13,125," Biography, Drama, History            ",7.4,75,    Joe Wright  ,      Gary Oldman,   Lily James,   Kristin Scott Thomas,   Ben Mendelsohn  ,174214,56470000
    Molly' s Game  ,2017,R,140," Biography, Crime, Drama            ",7.4,71,    Aaron Sorkin  ,      Jessica Chastain,   Idris El a,   Kevin Costner,   Michael Cera  ,145169,28780000
    A Street Cat Named Bo   ,2016,Not Rated,103," Biography, Drama, Family            ",7.4,0,    Roger Spottiswoode  ,      Luke Treadaway,   Bo  the Cat,   Ruta Gedmintas,   Joanne Froggatt  ,28461,40000
    The Disaster Artist  ,2017,R,104," Biography, Comedy, Drama            ",7.4,76,    James Franco  ,      James Franco,   Dave Franco,   Ari Graynor,   Seth Rogen  ,139639,21120000
    Sully  ,2016,PG-13,96," Biography, Drama            ",7.4,74,    Clint Eastwood  ,      Tom Hanks,   Aaron Eckhart,   Laura Linney,   Valerie Mahaffey  ,240888,125070000
    The Good Lie  ,2014,PG-13,110," Biography, Drama            ",7.4,65,    Philippe Falardeau  ,      Reese Witherspoon,   Arnold Oceng,   Ger Duany,   Emmanuel Jal  ,27191,2720000
"    McFarland, USA  ",2015,PG,129," Biography, Drama, Sport            ",7.4,0,    Niki Caro  ,      Kevin Costner,   Maria Bello,   Ramiro Rodriguez,   Carlos Pratts  ,35694,44470000
    Eddie the Eagle  ,2015,PG-13,106," Biography, Comedy, Drama            ",7.4,0,    Dexter Fletcher  ,      Taron Egerton,   Hugh Jackman,   Tom Costello,   Jo Hartley  ,86450,15790000
    Love & Mercy  ,2014,PG-13,121," Biography, Drama, Music            ",7.4,80,    Bill Pohlad  ,      John Cusack,   Paul Dano,   Eliza eth Banks,   Paul Giamatti  ,36371,12550000
    The Baader Meinhof Complex  ,2008,R,150," Action, Biography, Crime            ",7.4,76,    Uli Edel  ,      Martina Gedeck,   Moritz Blei treu,   Johanna Wokalek,   Bruno Ganz  ,36189,480000
"    Good Night, and Good Luck.  ",2005,PG,93," Biography, Drama, History            ",7.4,80,    George Clooney  ,      David Strathairn,   George Clooney,   Patricia Clarkson,   Jeff Daniels  ,94415,31500000
    The Greatest Game Ever Played  ,2005,PG,120," Biography, Drama, Sport            ",7.4,0,    Bill Paxton  ,      Shia LaBeouf,   Stephen Dillane,   Elias Koteas,   James Paxton  ,28433,15330000
    American Splendor  ,2003,R,101," Biography, Comedy, Drama            ",7.4,90,    Shari Springer Berman   ,       Paul Giamatti,   Shari Springer Berman,   Harvey Pekar,   Chris Am rose    ,47846,6000000
    Ra  it-Proof Fence  ,2002,PG,94," Adventure, Biography, Drama            ",7.4,80,    Phillip Noyce  ,      Everlyn Sampi,   Tianna Sans ury,   Kenneth Branagh,   Laura Monaghan  ,27511,6170000
    Erin Brockovich  ,2000,R,131," Biography, Drama            ",7.4,73,    Steven Soder ergh  ,      Julia Ro erts,   Al ert Finney,   David Bris in,   Dawn Didawick  ,176340,125600000
    Frida  ,2002,R,123," Biography, Drama, Romance            ",7.4,61,    Julie Taymor  ,      Salma Hayek,   Alfred Molina,   Geoffrey Rush,   Ma Maestro  ,81870,25890000
    Dolemite Is My Name  ,2019,R,118," Biography, Comedy, Drama            ",7.3,76,    Craig Brewer  ,      Eddie Murphy,   Keegan-Michael Key,   Mike Epps,   Craig Ro inson  ,54332,0
    The Professor and the Madman  ,2019,Not Rated,124," Biography, Drama            ",7.3,0,    Farhad Safinia  ,      Mel Gi son,   Sean Penn,   Eddie Marsan,   Natalie Dormer  ,36930,0
    Official Secrets  ,2019,R,112," Biography, Crime, Drama            ",7.3,63,    Gavin Hood  ,      Keira Knightley,   Matt Smith,   Matthew Goode,   Rhys Ifans  ,35285,400000
    Snowden  ,2016,R,134," Biography, Crime, Drama            ",7.3,0,    Oliver Stone  ,      Joseph Gordon-Levitt,   Shailene Woodley,   Melissa Leo,   Zachary Quinto  ,139515,21590000
    The Walk  ,2015,PG,123," Action, Adventure, Biography            ",7.3,70,    Ro ert Zemeckis  ,      Joseph Gordon-Levitt,   Charlotte Le Bon,   Guillaume Baillargeon,   milie Leclerc  ,120736,10140000
    The End of the Tour  ,2015,R,106," Biography, Drama            ",7.3,82,    James Ponsoldt  ,      Jason Segel,   Jesse Eisen erg,   Anna Chlumsky,   Mamie Gummer  ,28937,2990000
    A Beautiful Day in the Neigh orhood  ,2019,PG,109," Biography, Drama            ",7.3,80,    Marielle Heller  ,      Tom Hanks,   Matthew Rhys,   Chris Cooper,   Susan Kelechi Watson  ,63311,61700000
    Woman in Gold  ,2015,PG-13,109," Biography, Drama, History            ",7.3,0,    Simon Curtis  ,      Helen Mirren,   Ryan Reynolds,   Daniel Brhl,   Katie Holmes  ,54284,33310000
    Belle  ,2013,PG,100," Biography, Drama, Romance            ",7.3,64,    Amma Asante  ,      Gugu M atha-Raw,   Matthew Goode,   Emily Watson,   Miranda Richardson  ,28429,10730000
    American Sniper  ,2014,R,133," Action, Biography, Drama            ",7.3,72,    Clint Eastwood  ,      Bradley Cooper,   Sienna Miller,   Kyle Gallner,   Cole Konis  ,442608,350130000
    Rocketman  ,2019,R,121," Biography, Drama, Music            ",7.3,69,    Dexter Fletcher  ,      Taron Egerton,   Jamie Bell,   Richard Madden,   Bryce Dallas Howard  ,141595,96370000
    Testament of Youth  ,2014,PG-13,129," Biography, Drama, History            ",7.3,76,    James Kent  ,      Alicia Vikander,   Kit Harington,   Taron Egerton,   Dominic West  ,26838,1820000
    Beautiful Boy  ,2018,R,120," Biography, Drama            ",7.3,62,    Felix van Groeningen  ,      Steve Carell,   Maura Tierney,   Jack Dylan Grazer,   Oakley Bull  ,55683,7650000
    First Man  ,2018,PG-13,141," Biography, Drama, History            ",7.3,84,    Damien Chazelle  ,      Ryan Gosling,   Claire Foy,   Jason Clarke,   Kyle Chandler  ,171028,44940000
    Invictus  ,2009,PG-13,134," Biography, Drama, History            ",7.3,74,    Clint Eastwood  ,      Morgan Freeman,   Matt Damon,   Tony Kgoroge,   Patrick Mofokeng  ,150768,37490000
    Max Manus: Man of War  ,2008,Not Rated,118," Action, Biography, Drama            ",7.3,0,    Joachim Rnning   ,       Aksel Hennie,   Agnes Kittelsen,   Nicolai Cleve Broch,   Ken Duken    ,26692,0
    The Young Victoria  ,2009,PG,105," Biography, Drama, History            ",7.3,64,    Jean-Marc Valle  ,      Emily Blunt,   Rupert Friend,   Paul Bettany,   Miranda Richardson  ,58225,11000000
    An American Crime  ,2007,R,98," Biography, Crime, Drama            ",7.3,0,    Tommy O  Haver  ,      Elliot Page,   Hayley McFarland,   Nick Searcy,   Romy Rosemont  ,32643,0
    Rescue Dawn  ,2006,PG-13,120," Action, Biography, Drama            ",7.3,77,    Werner Herzog  ,      Christian Bale,   Steve Zahn,   Jeremy Davies,   Zach Grenier  ,101518,5490000
    Lincoln  ,2012,PG-13,150," Biography, Drama, History            ",7.3,86,    Steven Spiel erg  ,      Daniel Day-Lewis,   Sally Field,   David Strathairn,   Joseph Gordon-Levitt  ,246273,182210000
    The Queen  ,2006,PG-13,103," Biography, Drama, History            ",7.3,91,    Stephen Frears  ,      Helen Mirren,   Michael Sheen,   James Cromwell,   Alex Jennings  ,104673,56440000
    Coach Carter  ,2005,PG-13,136," Biography, Drama, Sport            ",7.3,0,    Thomas Carter  ,         Samuel L. Jackson,     Rick Gonzalez,  Ro ert Ri    chard,     Ro  Brown    ,130149,67260000
    Capote  ,2005,R,114," Biography, Crime, Drama            ",7.3,88,    Bennett Miller  ,      Philip Seymour Hoffman,   Clifton Collins Jr.,   Catherine Keener,   Allie Mickelson  ,126082,28750000
    Monster  ,2003,R,109," Biography, Crime, Drama            ",7.3,74,    Patty Jenkins  ,      Charlize Theron,   Christina Ricci,   Bruce Dern,   Lee Tergesen  ,137424,34470000
    24 Hour Party People  ,2002,R,117," Biography, Comedy, Drama            ",7.3,85,    Michael Winter ottom  ,      Steve Coogan,   Lennie James,   John Thomson,   Paul Popplewell  ,33531,1130000
    Quills  ,2000,R,124," Biography, Drama            ",7.3,70,    Philip Kaufman  ,      Geoffrey Rush,   Kate Winslet,   Joaquin Phoenix,   Michael Caine  ,51783,7060000
    Antwone Fisher  ,2002,PG-13,120," Biography, Drama            ",7.3,62,    Denzel Washington  ,      Denzel Washington,   Derek Luke,   Joy Bryant,   Malcolm David Kelley  ,33326,21080000
    The Report  ,2019,R,119," Biography, Crime, Drama            ",7.2,66,    Scott Z. Burns  ,      Adam Driver,   Annette Bening,   Jon Hamm,   Ted Levine  ,34696,0
    The King  ,2019,R,140," Biography, Drama, History            ",7.2,62,    David Michd  ,      Tom Glynn-Carney,   G or Czap,   Tom Fisher,   Edward Ashley  ,91416,0
    Vice  ,2018,R,132," Biography, Comedy, Drama            ",7.2,61,    Adam McKay  ,      Christian Bale,   Amy Adams,   Steve Carell,   Sam Rockwell  ,124751,47840000
    Papillon  ,2017,R,133," Adventure, Biography, Crime            ",7.2,0,    Michael Noer  ,      Charlie Hunnam,   Damijan Oklopdzic,   Christopher Fair ank,   Jason Ryan  ,57250,2340000
    The Founder  ,2016,PG-13,115," Biography, Drama            ",7.2,66,    John Lee Hancock  ,      Michael Keaton,   Nick Offerman,   John Carroll Lynch,   Linda Cardellini  ,127970,12790000
