title,year,certificate,duration,genre,rating,metascore,director,actor1,actor2,actor3,actor4,votes,gross
    Flipped  ,2010,PG,90," Comedy, Drama, Romance            ",7.7,0,    Ro  Reiner  ,      Madeline Carroll,   Callan McAuliffe,   Re ecca De Mornay,   Anthony Edwards  ,81937,1750000
    The Girl Who Leapt Through Time  ,2006,TV-PG,98," Animation, Adventure, Comedy            ",7.7,0,    Mamoru Hosoda  ,      Riisa Naka,   Takuya Ishida,   Mitsutaka Itakura,   Ayami Kakiuchi  ,60864,0
    Joyeux Noel  ,2005,PG-13,116," Drama, History, Music            ",7.7,70,    Christian Carion  ,      Diane Kruger,   Benno Frmann,   Guillaume Canet,   Natalie Dessay  ,28104,1050000
    Tangled  ,2010,PG,100," Animation, Adventure, Comedy            ",7.7,71,    Nathan Greno   ,       Mandy Moore,   Zachary Levi,   Donna Murphy,   Ron Perlman    ,408692,200820000
    Broke ack Mountain  ,2005,R,134," Drama, Romance            ",7.7,87,    Ang Lee  ,      Jake Gyllenhaal,   Heath Ledger,   Michelle Williams,   Randy Quaid  ,325212,83040000
    Good Bye Lenin!  ,2003,R,121," Comedy, Drama, Romance            ",7.7,68,    Wolfgang Becker  ,      Daniel Brhl,   Katrin Sa,   Chulpan Khamatova,   Florian Lukas  ,138606,4060000
    I Lost My Body  ,2019,TV-MA,81," Animation, Drama, Fantasy            ",7.6,81,    Jrmy Clapin  ,         Hakim Faris,     Victoire Du Bois,  Patrick d    Assumao,     Alfonso Arfi    ,27211,0
    Cold War  ,2018,R,89," Drama, History, Music            ",7.6,90,    Pawel Pawlikowski  ,      Joanna Kulig,   Tomasz Kot,   Borys Szyc,   Agata Kulesza  ,49827,4570000
    Dear Zindagi  ,2016,Not Rated,151," Drama, Romance            ",7.6,0,    Gauri Shinde  ,      Alia Bhatt,   Shah Rukh Khan,   Kunal Kapoor,   Priyanka Moodley  ,36284,1400000
"    Love, Simon  ",2018,PG-13,110," Comedy, Drama, Romance            ",7.6,72,    Greg Berlanti  ,      Nick Ro inson,   Jennifer Garner,   Josh Duhamel,   Katherine Langford  ,99706,40830000
    Victoria  ,2015,Not Rated,138," Crime, Drama, Romance            ",7.6,77,    Se astian Schipper  ,      Laia Costa,   Frederick Lau,   Franz Rogowski,   Burak Yigit  ,53474,0
    Highway  ,2014,Not Rated,133," Crime, Drama, Romance            ",7.6,0,    Imtiaz Ali  ,      Alia Bhatt,   Randeep Hooda,   Durgesh Kumar,   Pradeep Nagar  ,26644,530000
    Raanjhanaa  ,2013,Not Rated,140," Drama, Romance            ",7.6,0,    Aanand L. Rai  ,      Dhanush,   Sonam Kapoor,   Mohd. Zeeshan Ayyu ,   Swara Bhaskar  ,29669,880000
    Tanu Weds Manu Returns  ,2015,Not Rated,128," Comedy, Drama, Romance            ",7.6,0,    Aanand L. Rai  ,      Kangana Ranaut,   Madhavan,   Jimmy Sheirgill,   Deepak Do riyal  ,26404,0
    Weekend  ,2011,Not Rated,97," Drama, Romance            ",7.6,81,    Andrew Haigh  ,      Tom Cullen,   Chris New,   Jonathan Race,   Laura Freeman  ,28279,460000
    Les Misra les  ,2012,PG-13,158," Drama, History, Musical            ",7.6,63,    Tom Hooper  ,      Hugh Jackman,   Russell Crowe,   Anne Hathaway,   Amanda Seyfried  ,310607,148810000
    A Star Is Born  ,2018,R,136," Drama, Music, Romance            ",7.6,88,    Bradley Cooper  ,      Lady Gaga,   Bradley Cooper,   Sam Elliott,   Greg Grun erg  ,339143,215290000
    The Art of Racing in the Rain  ,2019,PG,109," Comedy, Drama, Romance            ",7.6,0,    Simon Curtis  ,      Kevin Costner,   Milo Ventimiglia,   Jackie Minns,   Marcus Hondro  ,25500,25500000
    The Flowers of War  ,2011,R,146," Drama, History, Romance            ",7.6,0,    Yimou Zhang  ,      Christian Bale,   Ni Ni,   Xinyi Zhang,   Tianyuan Huang  ,49942,10000
    In a Better World  ,2010,R,118," Drama, Romance            ",7.6,65,    Susanne Bier  ,      Mikael Pers randt,   Trine Dyrholm,   Markus Rygaard,   Wil Johnson  ,38609,1010000
    Wake Up Sid  ,2009,PG,138," Comedy, Drama, Romance            ",7.6,0,    Ayan Mukherjee  ,      Ran ir Kapoor,   Konkona Sen Sharma,   Supriya Pathak,   Anupam Kher  ,28484,720000
    A Single Man  ,2009,R,99," Drama, Romance            ",7.6,77,    Tom Ford  ,      Colin Firth,   Julianne Moore,   Matthew Goode,   Nicholas Hoult  ,106549,9170000
    50/50  ,2011,R,100," Comedy, Drama, Romance            ",7.6,72,    Jonathan Levine  ,      Joseph Gordon-Levitt,   Seth Rogen,   Anna Kendrick,   Bryce Dallas Howard  ,316421,35010000
    5 Centimeters Per Second  ,2007,TV-PG,63," Animation, Drama, Family            ",7.6,0,    Makoto Shinkai  ,      Kenji Mizuhashi,   Yoshimi Kondou,   Satomi Hanamura,   Ayaka Onoue  ,51778,0
    The Reader  ,2008,R,124," Drama, Romance            ",7.6,0,    Stephen Daldry  ,      Kate Winslet,   Ralph Fiennes,   Bruno Ganz,   Jeanette Hain  ,231286,34190000
    Stardust  ,2007,PG-13,127," Adventure, Family, Fantasy            ",7.6,66,    Matthew Vaughn  ,      Charlie Cox,   Claire Danes,   Sienna Miller,   Ian McKellen  ,256302,38630000
    La Vie En Rose  ,2007,PG-13,140," Biography, Drama, Music            ",7.6,66,    Olivier Dahan  ,      Marion Cotillard,   Sylvie Testud,   Pascal Greggory,   Emmanuelle Seigner  ,83162,10300000
    Jodhaa Ak ar  ,2008,Not Rated,213," Action, Drama, History            ",7.6,69,    Ashutosh Gowariker  ,      Hrithik Roshan,   Aishwarya Rai Bachchan,   Sonu Sood,   Poonam Sinha  ,30094,3440000
    The Illusionist  ,2006,PG-13,110," Drama, Fantasy, Mystery            ",7.6,68,    Neil Burger  ,      Edward Norton,   Jessica Biel,   Paul Giamatti,   Rufus Sewell  ,355968,39870000
    Match Point  ,2005,R,124," Drama, Romance, Thriller            ",7.6,72,    Woody Allen  ,      Scarlett Johansson,   Jonathan Rhys Meyers,   Emily Mortimer,   Matthew Goode  ,207226,23090000
    Love Me If You Dare  ,2003,R,93," Comedy, Drama, Romance            ",7.6,0,    Yann Samuell  ,      Guillaume Canet,   Marion Cotillard,   Thi ault Verhaeghe,   Josphine Le as-Joly  ,67611,550000
    A Very Long Engagement  ,2004,R,133," Drama, Mystery, Romance            ",7.6,76,    Jean-Pierre Jeunet  ,      Audrey Tautou,   Gaspard Ulliel,   Jodie Foster,   Dominique Pinon  ,71128,6170000
    The Bar arian Invasions  ,2003,R,99," Comedy, Crime, Drama            ",7.6,70,    Denys Arcand  ,      Rmy Girard,   Dorothe Berryman,   Stphane Rousseau,   Marie-Jose Croze  ,28356,3430000
    Love Actually  ,2003,R,135," Comedy, Drama, Romance            ",7.6,0,    Richard Curtis  ,      Hugh Grant,   Martine McCutcheon,   Liam Neeson,   Laura Linney  ,438943,59700000
    Devdas  ,2002,Not Rated,185," Drama, Musical, Romance            ",7.6,0,    Sanjay Leela Bhansali  ,      Shah Rukh Khan,   Aishwarya Rai Bachchan,   Madhuri Dixit,   Jackie Shroff  ,38663,3500000
    Moulin Rouge!  ,2001,PG-13,127," Drama, Musical, Romance            ",7.6,66,    Baz Luhrmann  ,      Nicole Kidman,   Ewan McGregor,   John Leguizamo,   Jim Broad ent  ,268036,57390000
    Phantom Thread  ,2017,R,130," Drama, Romance            ",7.5,90,    Paul Thomas Anderson  ,      Vicky Krieps,   Daniel Day-Lewis,   Lesley Manville,   Julie Vollono  ,114020,21020000
    The Big Sick  ,2017,R,120," Comedy, Drama, Romance            ",7.5,86,    Michael Showalter  ,      Kumail Nanjiani,   Zoe Kazan,   Holly Hunter,   Ray Romano  ,122361,42870000
    The Garden of Words  ,2013,TV-14,46," Animation, Drama, Romance            ",7.5,0,    Makoto Shinkai  ,      Miyu Irino,   Kana Hanazawa,   Fumi Hirano,   Gou Maeda  ,35669,0
    Brooklyn  ,2015,PG-13,117," Drama, Romance            ",7.5,88,    John Crowley  ,      Saoirse Ronan,   Emory Cohen,   Domhnall Gleeson,   Jim Broad ent  ,132301,38320000
    Frances Ha  ,2012,R,86," Comedy, Drama, Romance            ",7.5,82,    Noah Baum ach  ,      Greta Gerwig,   Mickey Sumner,   Adam Driver,   Michael Zegen  ,75611,4060000
    Fruitvale Station  ,2013,R,85," Biography, Crime, Drama            ",7.5,85,    Ryan Coogler  ,      Michael B. Jordan,   Melonie Diaz,   Octavia Spencer,   Kevin Durand  ,76361,16100000
    Rust and Bone  ,2012,R,120," Drama, Romance            ",7.5,73,    Jacques Audiard  ,      Marion Cotillard,   Matthias Schoenaerts,   Armand Verdure,   Cline Sallette  ,64185,2060000
    Summer Wars  ,2009,PG,114," Animation, Action, Adventure            ",7.5,63,    Mamoru Hosoda  ,      Rynosuke Kamiki,   Nanami Sakura a,   Mitsuki Tanimura,   Takahiro Yokokawa  ,26460,80000
    I Killed My Mother  ,2009,Not Rated,96," Drama, Romance            ",7.5,77,    Xavier Dolan  ,      Anne Dorval,   Xavier Dolan,   Franois Arnaud,   Suzanne Clment  ,27978,0
    A Royal Affair  ,2012,R,137," Biography, Drama, History            ",7.5,73,    Nikolaj Arcel  ,      Alicia Vikander,   Mads Mikkelsen,   Mikkel Boe Flsgaard,   Trine Dyrholm  ,44550,1550000
    Biutiful  ,2010,R,148," Drama, Romance            ",7.5,0,    Alejandro G. Irritu  ,      Javier Bardem,   Maricel lvarez,   Hanaa Bouchai ,   Guillermo Estrella  ,86616,5100000
"    Lust, Caution  ",2007,NC-17,157," Drama, History, Romance            ",7.5,61,    Ang Lee  ,      Tony Chiu-Wai Leung,   Tang Wei,   Joan Chen,   Leehom Wang  ,37641,4600000
    Jaane Tu  ,2008,0,155," Comedy, Drama, Romance            ",7.5,0,    A  as Tyrewala  ,         Imran Khan,  Genelia D    Souza,     Manjari Fadnnis,     Ayaz Khan    ,25519,600000
    The Painted Veil  ,2006,PG-13,125," Drama, Romance            ",7.5,69,    John Curran  ,      Naomi Watts,   Edward Norton,   Liev Schrei er,   Catherine An  ,89320,8060000
    Scott Pilgrim vs. the World  ,2010,PG-13,112," Action, Comedy, Fantasy            ",7.5,69,    Edgar Wright  ,      Michael Cera,   Mary Eliza eth Winstead,   Kieran Culkin,   Anna Kendrick  ,382450,31490000
    The Great De aters  ,2007,PG-13,126," Biography, Drama, Romance            ",7.5,65,    Denzel Washington  ,      Denzel Washington,   Forest Whitaker,   Kim erly Elise,   Nate Parker  ,56206,30230000
    Stranger Than Fiction  ,2006,PG-13,113," Comedy, Drama, Fantasy            ",7.5,67,    Marc Forster  ,      Will Ferrell,   Emma Thompson,   Dustin Hoffman,   Queen Latifah  ,219928,40140000
    The Edukators  ,2004,R,127," Drama, Romance            ",7.5,68,    Hans Weingartner  ,      Daniel Brhl,   Julia Jentsch,   Stipe Erceg,   Burghart Klauner  ,30774,180000
    Little Children  ,2006,R,137," Drama, Romance            ",7.5,75,    Todd Field  ,      Kate Winslet,   Jennifer Connelly,   Patrick Wilson,   Jackie Earle Haley  ,105899,5460000
    House of Flying Daggers  ,2004,PG-13,119," Action, Adventure, Drama            ",7.5,89,    Yimou Zhang  ,      Ziyi Zhang,   Takeshi Kaneshiro,   Andy Lau,   Dandan Song  ,108211,11050000
    Sideways  ,2004,R,127," Comedy, Drama, Romance            ",7.5,94,    Alexander Payne  ,      Paul Giamatti,   Thomas Haden Church,   Virginia Madsen,   Sandra Oh  ,180261,71500000
    Tell No One  ,2006,Not Rated,131," Crime, Drama, Mystery            ",7.5,82,    Guillaume Canet  ,      Franois Cluzet,   Marie-Jose Croze,   Andr Dussollier,   Kristin Scott Thomas  ,51178,6180000
    The Hours  ,2002,PG-13,110," Drama, Romance            ",7.5,80,    Stephen Daldry  ,      Meryl Streep,   Nicole Kidman,   Julianne Moore,   Stephen Dillane  ,125105,41680000
    Malena  ,2000,R,108," Comedy, Drama, Romance            ",7.5,0,    Giuseppe Tornatore  ,      Monica Bellucci,   Giuseppe Sulfaro,   Luciano Federico,   Matilde Piana  ,91335,3430000
    High Fidelity  ,2000,R,113," Comedy, Drama, Music            ",7.5,79,    Stephen Frears  ,      John Cusack,   I en Hjejle,   Todd Louiso,   Jack Black  ,169284,27280000
    Palm Springs  ,2020,R,90," Comedy, Fantasy, Mystery            ",7.4,83,    Max Bar akow  ,      Andy Sam erg,   Cristin Milioti,   J.K. Simmons,   Peter Gallagher  ,89119,0
    Mirage  ,2018,TV-MA,128," Drama, Fantasy, Mystery            ",7.4,0,    Oriol Paulo  ,      Adriana Ugarte,   Chino Darn,   Javier Gutirrez,   lvaro Morte  ,43186,0
    Downton A  ey  ,2019,PG,122," Drama, Romance            ",7.4,64,    Michael Engler  ,      Stephen Camp ell Moore,   Michael Fox,   Lesley Nicol,   Sophie McShera  ,40729,96850000
    Paterson  ,2016,R,118," Comedy, Drama, Romance            ",7.4,90,    Jim Jarmusch  ,      Adam Driver,   Golshifteh Farahani,   Nellie,   Rizwan Manji  ,71418,2140000
    Coming Soon  ,2014,0,134," Comedy, Drama, Romance            ",7.4,0,    Cem Yilmaz  ,      Cem Yilmaz,   Tlin zen,   Zafer Algz,   zkan Ugur  ,32001,0
    I Origins  ,2014,R,106," Drama, Mystery, Romance            ",7.4,0,    Mike Cahill  ,      Michael Pitt,   Steven Yeun,   Astrid Bergs-Fris ey,   Brit Marling  ,116563,330000
    Me Before You  ,2016,PG-13,106," Drama, Romance            ",7.4,0,    Thea Sharrock  ,      Emilia Clarke,   Sam Claflin,   Janet McTeer,   Charles Dance  ,211683,56250000
    Begin Again  ,2013,R,104," Comedy, Drama, Music            ",7.4,62,    John Carney  ,      Keira Knightley,   Mark Ruffalo,   Adam Levine,   Hailee Steinfeld  ,144419,16170000
    From Up on Poppy Hill  ,2011,PG,91," Animation, Drama, Family            ",7.4,71,    Gor Miyazaki  ,      Sarah Bolger,   Chris Noth,   Anton Yelchin,   Christina Hendricks  ,36340,1000000
"    Crazy, Stupid, Love.  ",2011,PG-13,118," Comedy, Drama, Romance            ",7.4,68,    Glenn Ficarra   ,       Steve Carell,   Ryan Gosling,   Julianne Moore,   Emma Stone    ,476478,84350000
    The Guernsey Literary and Potato Peel Pie Society  ,2018,TV-14,124," Drama, Romance, War            ",7.4,65,    Mike Newell  ,      Jessica Brown Findlay,   Tom Courtenay,   Michiel Huisman,   Katherine Parkinson  ,36450,0
    Up in the Air  ,2009,R,109," Comedy, Drama, Romance            ",7.4,83,    Jason Reitman  ,      George Clooney,   Vera Farmiga,   Anna Kendrick,   Jason Bateman  ,319853,83820000
    Blue Valentine  ,2010,R,112," Drama, Romance            ",7.4,81,    Derek Cianfrance  ,      Ryan Gosling,   Michelle Williams,   John Doman,   Faith Wladyka  ,185678,9740000
    Notes on a Scandal  ,2006,R,92," Crime, Drama, Romance            ",7.4,73,    Richard Eyre  ,      Cate Blanchett,   Judi Dench,   Andrew Simpson,   Tom Georgeson  ,74903,17510000
