title,year,certificate,duration,genre,rating,metascore,director,actors,votes,gross
Real Steel,2011),PG-13,127," Action, Drama, Sci-Fi            ",7.1,0,Shawn Levy,"['Hugh Jackman, ', 'Evangeline Lilly, ', 'Dakota Goyo, ', 'Anthony Mackie', '']",299477,$85.47M
Lords of Dogtown,2005),PG-13,107," Biography, Drama, Sport            ",7.1,0,Catherine Hardwicke,"['Heath Ledger, ', 'Emile Hirsch, ', 'Victor Rasuk, ', 'Johnny Knoxville', '']",52218,$11.01M
Cars,2006),G,117," Animation, Comedy, Family            ",7.1,73        ,"John Lasseter, ","['    Stars:', 'Owen Wilson, ', 'Bonnie Hunt, ', 'Paul Newman, ', 'Larry the Cable Guy']",372012,$244.08M
Bull Durham,1988),R,108," Comedy, Romance, Sport            ",7.1,73        ,Ron Shelton,"['Kevin Costner, ', 'Susan Sarandon, ', 'Tim Robbins, ', 'Trey Wilson', '']",47950,$50.89M
Sultan,2016),Not Rated,170," Action, Drama, Sport            ",7.0,0,Ali Abbas Zafar,"['Salman Khan, ', 'Anushka Sharma, ', 'Kubbra Sait, ', 'Randeep Hooda', '']",38046,$6.20M
Million Dollar Arm,2014),PG,124," Biography, Drama, Sport            ",7.0,0,Craig Gillespie,"['Jon Hamm, ', 'Aasif Mandvi, ', 'Alan Arkin, ', 'Suraj Sharma', '']",43812,$36.45M
Soul Surfer,2011),PG,112," Biography, Drama, Family            ",7.0,0,Sean McNamara,"['AnnaSophia Robb, ', 'Dennis Quaid, ', 'Helen Hunt, ', 'Carrie Underwood', '']",46045,$43.85M
Pawn Sacrifice,2014),PG-13,115," Biography, Drama, Sport            ",7.0,65        ,Edward Zwick,"['Tobey Maguire, ', 'Liev Schreiber, ', 'Peter Sarsgaard, ', 'Michael Stuhlbarg', '']",41244,$2.44M
Foxcatcher,2014),R,134," Biography, Drama, History            ",7.0,81        ,Bennett Miller,"['Steve Carell, ', 'Channing Tatum, ', 'Mark Ruffalo, ', 'Vanessa Redgrave', '']",135146,$12.10M
Happy Gilmore,1996),PG-13,92," Comedy, Sport            ",7.0,0,Dennis Dugan,"['Adam Sandler, ', 'Christopher McDonald, ', 'Julie Bowen, ', 'Frances Bay', '']",199082,$38.62M
Cool Runnings,1993),PG,98," Adventure, Comedy, Family            ",7.0,0,Jon Turteltaub,"['John Candy, ', 'Leon, ', 'Doug E. Doug, ', 'Rawle D. Lewis', '']",93903,$68.86M
The Color of Money,1986),R,119," Drama, Sport            ",7.0,77        ,Martin Scorsese,"['Paul Newman, ', 'Tom Cruise, ', 'Mary Elizabeth Mastrantonio, ', 'Helen Shaver', '']",75550,$52.29M
Borg vs. McEnroe,2017),R,107," Biography, Drama, Sport            ",6.9,63        ,Janus Metz,"['Sverrir Gudnason, ', 'Shia LaBeouf, ', 'Stellan Skarsgård, ', 'Tuva Novotny', '']",28281,$14.11M
Whip It,2009),PG-13,111," Drama, Sport            ",6.9,68        ,Drew Barrymore,"['Elliot Page, ', 'Drew Barrymore, ', 'Kristen Wiig, ', 'Sarah Habel', '']",64197,$13.04M
Gridiron Gang,2006),PG-13,125," Biography, Crime, Drama            ",6.9,0,Phil Joanou,"['Dwayne Johnson, ', 'Xzibit, ', 'L. Scott Caldwell, ', 'Leon Rippy', '']",57320,$38.43M
Radio,2003),PG,109," Biography, Drama, Sport            ",6.9,0,Michael Tollin,"['Cuba Gooding Jr., ', 'Ed Harris, ', 'Debra Winger, ', 'S. Epatha Merkerson', '']",38269,$52.28M
The Rookie,2002),G,127," Drama, Family, Sport            ",6.9,72        ,John Lee Hancock,"['Dennis Quaid, ', 'J.D. Evermore, ', 'Rachel Griffiths, ', 'Jay Hernandez', '']",32584,$75.60M
Any Given Sunday,1999),R,162," Drama, Sport            ",6.9,0,Oliver Stone,"['Al Pacino, ', 'Dennis Quaid, ', 'Cameron Diaz, ', 'James Woods', '']",112590,$75.53M
He Got Game,1998),R,136," Drama, Sport            ",6.9,64        ,Spike Lee,"['Denzel Washington, ', 'Milla Jovovich, ', 'Ray Allen, ', 'Rosario Dawson', '']",44716,$21.55M
Kingpin,1996),PG-13,114," Comedy, Sport            ",6.9,0,"Bobby Farrelly, ","['    Stars:', 'Woody Harrelson, ', 'Randy Quaid, ', 'Bill Murray, ', 'Vanessa Angel']",77423,$24.94M
Rocky IV,1985),PG,91," Drama, Sport            ",6.9,0,Sylvester Stallone,"['Sylvester Stallone, ', 'Talia Shire, ', 'Burt Young, ', 'Carl Weathers', '']",188749,$127.87M
Draft Day,I) (2014),PG-13,110," Drama, Sport            ",6.8,0,Ivan Reitman,"['Kevin Costner, ', 'Chadwick Boseman, ', 'Jennifer Garner, ', 'Frank Langella', '']",55100,$28.83M
Trouble with the Curve,2012),PG-13,111," Drama, Sport            ",6.8,0,Robert Lorenz,"['Clint Eastwood, ', 'Amy Adams, ', 'John Goodman, ', 'Justin Timberlake', '']",60549,$35.76M
Bleed for This,2016),R,117," Biography, Drama, Sport            ",6.8,62        ,Ben Younger,"['Miles Teller, ', 'Aaron Eckhart, ', 'Katey Sagal, ', 'Ciarán Hinds', '']",25363,$4.85M
Goon,2011),R,92," Comedy, Drama, Sport            ",6.8,64        ,Michael Dowse,"['Seann William Scott, ', 'Jay Baruchel, ', 'Alison Pill, ', 'Eugene Levy', '']",84066,$4.17M
The Football Factory,2004),R,91," Crime, Drama, Sport            ",6.8,0,Nick Love,"['Danny Dyer, ', 'Frank Harper, ', 'Tamer Hassan, ', 'Roland Manookian', '']",28923,0
Ali,2001),R,157," Biography, Drama, Sport            ",6.8,65        ,Michael Mann,"['Will Smith, ', 'Jamie Foxx, ', 'Jon Voight, ', 'Mario Van Peebles', '']",94103,$58.20M
White Men Can't Jump,1992),R,115," Comedy, Drama, Sport            ",6.8,65        ,Ron Shelton,"['Wesley Snipes, ', 'Woody Harrelson, ', 'Rosie Perez, ', 'Tyra Ferrell', '']",75847,$76.25M
Bloodsport,1988),R,92," Action, Biography, Drama            ",6.8,0,Newt Arnold,"['Jean-Claude Van Damme, ', 'Donald Gibb, ', 'Leah Ayres, ', 'Norman Burton', '']",77385,$11.81M
Rocky III,1982),PG,99," Drama, Sport            ",6.8,0,Sylvester Stallone,"['Sylvester Stallone, ', 'Talia Shire, ', 'Burt Young, ', 'Carl Weathers', '']",175769,$125.05M
The Way Back,2020),R,108," Drama, Sport            ",6.7,66        ,Gavin O'Connor,"['Ben Affleck, ', 'Al Madrigal, ', 'Janina Gavankar, ', 'Michaela Watkins', '']",32760,0
Battle of the Sexes,2017),PG-13,121," Biography, Comedy, Drama            ",6.7,73        ,"Jonathan Dayton, ","['    Stars:', 'Emma Stone, ', 'Steve Carell, ', 'Andrea Riseborough, ', 'Sarah Silverman']",50660,$12.64M
Cars 3,2017),G,102," Animation, Adventure, Comedy            ",6.7,0,Brian Fee,"['Owen Wilson, ', 'Cristela Alonzo, ', 'Chris Cooper, ', 'Nathan Fillion', '']",78035,$152.90M
Hot Rod,2007),PG-13,88," Comedy, Sport            ",6.7,0,Akiva Schaffer,"['Andy Samberg, ', 'Isla Fisher, ', 'Ian McShane, ', 'Jorma Taccone', '']",77678,$13.92M
Surf's Up,2007),PG,85," Animation, Comedy, Family            ",6.7,64        ,"Ash Brannon, ","['    Stars:', 'Shia LaBeouf, ', 'Zooey Deschanel, ', 'Jon Heder, ', 'Jeff Bridges']",69757,$58.87M
Goal! The Dream Begins,2005),PG,118," Adventure, Drama, Romance            ",6.7,0,"Danny Cannon, ","['    Stars:', 'Kuno Becker, ', 'Alessandro Nivola, ', 'Anna Friel, ', 'Leonardo Guerra']",60546,$4.28M
Dodgeball: A True Underdog Story,2004),PG-13,92," Comedy, Sport            ",6.7,0,Rawson Marshall Thurber,"['Ben Stiller, ', 'Christine Taylor, ', 'Vince Vaughn, ', 'Rip Torn', '']",230361,$114.33M
Blood and Bone,2009),R,93," Action, Crime, Drama            ",6.7,0,Ben Ramsey,"['Michael Jai White, ', 'Julian Sands, ', 'Eamonn Walker, ', 'Dante Basco', '']",31437,0
Hidalgo,2004),PG-13,136," Action, Adventure, Biography            ",6.7,0,Joe Johnston,"['Viggo Mortensen, ', 'Omar Sharif, ', 'Zuleikha Robinson, ', 'Louise Lombard', '']",77581,$67.29M
The Legend of Bagger Vance,2000),PG-13,126," Drama, Fantasy, Sport            ",6.7,0,Robert Redford,"['Will Smith, ', 'Matt Damon, ', 'Charlize Theron, ', 'Bruce McGill', '']",53833,$30.70M
"Mystery, Alaska",1999),R,119," Comedy, Drama, Sport            ",6.7,0,Jay Roach,"['Russell Crowe, ', 'Burt Reynolds, ', 'Hank Azaria, ', 'Mary McCormack', '']",25659,$8.89M
Heavyweights,1995),PG,100," Comedy, Drama, Family            ",6.7,0,Steven Brill,"['Tom McGowan, ', 'Aaron Schwartz, ', 'Ben Stiller, ', 'David Goldman', '']",25489,$17.69M
Back to School,1986),PG-13,96," Comedy, Romance, Sport            ",6.7,68        ,Alan Metter,"['Rodney Dangerfield, ', 'Sally Kellerman, ', 'Burt Young, ', 'Keith Gordon', '']",28413,$91.26M
Victory,1981),PG,116," Drama, Sport, War            ",6.7,0,John Huston,"['Michael Caine, ', 'Sylvester Stallone, ', 'Pelé, ', 'Bobby Moore', '']",27960,$10.85M
Never Back Down,2008),PG-13,113," Action, Drama, Sport            ",6.6,0,Jeff Wadlow,"['Sean Faris, ', 'Djimon Hounsou, ', 'Amber Heard, ', 'Cam Gigandet', '']",96295,$24.85M
"Run, Fat Boy, Run",2007),PG-13,100," Comedy, Romance, Sport            ",6.6,0,David Schwimmer,"['Simon Pegg, ', 'Thandie Newton, ', 'Hank Azaria, ', 'Dylan Moran', '']",65779,$6.00M
Talladega Nights: The Ballad of Ricky Bobby,2006),PG-13,108," Comedy, Sport            ",6.6,66        ,Adam McKay,"['Will Ferrell, ', 'John C. Reilly, ', 'Sacha Baron Cohen, ', 'Gary Cole', '']",168600,$148.21M
Bend It Like Beckham,2002),PG-13,112," Comedy, Drama, Romance            ",6.6,66        ,Gurinder Chadha,"['Parminder Nagra, ', 'Keira Knightley, ', 'Jonathan Rhys Meyers, ', 'Anupam Kher', '']",104732,$32.54M
The Replacements,2000),PG-13,118," Comedy, Sport            ",6.6,0,Howard Deutch,"['Keanu Reeves, ', 'Gene Hackman, ', 'Brooke Langton, ', 'Orlando Jones', '']",58670,$44.74M
For Love of the Game,1999),PG-13,137," Drama, Romance, Sport            ",6.6,0,Sam Raimi,"['Kevin Costner, ', 'Kelly Preston, ', 'John C. Reilly, ', 'Jena Malone', '']",32148,$35.17M
The Mighty Ducks,1992),PG,104," Comedy, Drama, Family            ",6.6,0,Stephen Herek,"['Emilio Estevez, ', 'Joss Ackland, ', 'Lane Smith, ', 'Heidi Kling', '']",59388,$50.75M
Mean Machine,2001),R,99," Comedy, Crime, Drama            ",6.5,0,Barry Skolnick,"['Vinnie Jones, ', 'David Kelly, ', 'David Hemmings, ', 'Ralph Brown', '']",35996,$0.09M
Varsity Blues,1999),R,106," Comedy, Drama, Romance            ",6.5,0,Brian Robbins,"['James Van Der Beek, ', 'Jon Voight, ', 'Paul Walker, ', 'Ron Lester', '']",41913,$52.89M
BASEketball,1998),R,103," Comedy, Sport            ",6.5,0,David Zucker,"['Trey Parker, ', 'Matt Stone, ', 'Dian Bachar, ', 'Yasmine Bleeth', '']",56975,$6.94M
Space Jam,1996),PG,88," Animation, Adventure, Comedy            ",6.5,0,Joe Pytka,"['Michael Jordan, ', 'Wayne Knight, ', 'Theresa Randle, ', 'Manner Washington', '']",164362,$90.46M
Kickboxer,1989),R,97," Action, Sport, Thriller            ",6.5,0,"Mark DiSalle, ","['    Stars:', 'Jean-Claude Van Damme, ', 'Dennis Alexio, ', 'Dennis Chan, ', 'Michel Qissi']",50681,$14.70M
Turbo,2013),PG,96," Animation, Adventure, Comedy            ",6.4,0,David Soren,"['Ryan Reynolds, ', 'Paul Giamatti, ', 'Maya Rudolph, ', 'Samuel L. Jackson', '']",85513,$83.03M
Grudge Match,2013),PG-13,113," Comedy, Drama, Sport            ",6.4,0,Peter Segal,"['Robert De Niro, ', 'Sylvester Stallone, ', 'Kim Basinger, ', 'Alan Arkin', '']",57995,$29.81M
Here Comes the Boom,2012),PG,105," Action, Comedy, Sport            ",6.4,0,Frank Coraci,"['Kevin James, ', 'Salma Hayek, ', 'Henry Winkler, ', 'Greg Germann', '']",86429,$45.29M
17 Again,2009),PG-13,102," Comedy, Drama, Fantasy            ",6.4,0,Burr Steers,"['Zac Efron, ', 'Matthew Perry, ', 'Leslie Mann, ', 'Thomas Lennon', '']",182361,$64.17M
