title,year,certificate,duration,genre,rating,metascore,director,actors,votes,gross
The Red Violin,1998),R,130," Drama, Music, Mystery            ",7.6,0,François Girard,"['Carlo Cecchi, ', 'Jean-Luc Bideau, ', 'Christoph Koncz, ', 'Jason Flemyng', '']",31769,$9.47M
Dark City,1998),R,100," Mystery, Sci-Fi, Thriller            ",7.6,66        ,Alex Proyas,"['Rufus Sewell, ', 'Kiefer Sutherland, ', 'Jennifer Connelly, ', 'William Hurt', '']",188681,$14.38M
Lost Highway,1997),R,134," Mystery, Thriller            ",7.6,0,David Lynch,"['Bill Pullman, ', 'Patricia Arquette, ', 'John Roselius, ', 'Louis Eppolito', '']",132178,$3.80M
The Secret of NIMH,1982),G,82," Animation, Adventure, Drama            ",7.6,76        ,Don Bluth,"['Elizabeth Hartman, ', 'Derek Jacobi, ', 'Dom DeLuise, ', 'Arthur Malet', '']",36478,$10.14M
Deep Red,1975),R,127," Horror, Mystery, Thriller            ",7.6,89        ,Dario Argento,"['David Hemmings, ', 'Daria Nicolodi, ', 'Gabriele Lavia, ', 'Macha Méril', '']",32497,0
The Long Goodbye,1973),R,112," Comedy, Crime, Drama            ",7.6,87        ,Robert Altman,"['Elliott Gould, ', 'Nina van Pallandt, ', 'Sterling Hayden, ', 'Mark Rydell', '']",26619,$0.96M
Blow-Up,1966),Not Rated,111," Drama, Mystery, Thriller            ",7.6,82        ,Michelangelo Antonioni,"['David Hemmings, ', 'Vanessa Redgrave, ', 'Sarah Miles, ', 'John Castle', '']",57063,0
The Lady from Shanghai,1947),Not Rated,87," Crime, Drama, Film-Noir            ",7.6,0,Orson Welles,"['Rita Hayworth, ', 'Orson Welles, ', 'Everett Sloane, ', 'Glenn Anders', '']",27289,$0.01M
Spellbound,1945),Approved,111," Film-Noir, Mystery, Romance            ",7.6,0,Alfred Hitchcock,"['Ingrid Bergman, ', 'Gregory Peck, ', 'Michael Chekhov, ', 'Leo G. Carroll', '']",43785,$7.00M
The 39 Steps,1935),Approved,86," Crime, Mystery, Thriller            ",7.6,93        ,Alfred Hitchcock,"['Robert Donat, ', 'Madeleine Carroll, ', 'Lucie Mannheim, ', 'Godfrey Tearle', '']",52377,0
The Lighthouse,I) (2019),R,109," Drama, Fantasy, Horror            ",7.5,83        ,Robert Eggers,"['Robert Pattinson, ', 'Willem Dafoe, ', 'Valeriia Karaman, ', 'Logan Hawkes', '']",147732,$0.43M
Burning,2018),Not Rated,148," Drama, Mystery            ",7.5,90        ,Chang-dong Lee,"['Yoo Ah-In, ', 'Steven Yeun, ', 'Jong-seo Jun, ', 'Soo-Kyung Kim', '']",50858,$0.72M
The Wailing,2016),TV-MA,156," Horror, Mystery, Thriller            ",7.5,81        ,Hong-jin Na,"['Jun Kunimura, ', 'Hwang Jung-min, ', 'Do-won Kwak, ', 'Woo-hee Chun', '']",52991,0
The Hunger Games: Catching Fire,2013),PG-13,146," Action, Adventure, Mystery            ",7.5,76        ,Francis Lawrence,"['Jennifer Lawrence, ', 'Josh Hutcherson, ', 'Liam Hemsworth, ', 'Philip Seymour Hoffman', '']",616647,$424.67M
Sherlock Holmes: A Game of Shadows,2011),PG-13,129," Action, Adventure, Mystery            ",7.5,0,Guy Ritchie,"['Robert Downey Jr., ', 'Jude Law, ', 'Jared Harris, ', 'Rachel McAdams', '']",422726,$186.85M
The Conjuring,2013),R,112," Horror, Mystery, Thriller            ",7.5,68        ,James Wan,"['Patrick Wilson, ', 'Vera Farmiga, ', 'Ron Livingston, ', 'Lili Taylor', '']",445373,$137.40M
We Need to Talk About Kevin,2011),R,112," Drama, Mystery, Thriller            ",7.5,68        ,Lynne Ramsay,"['Tilda Swinton, ', 'John C. Reilly, ', 'Ezra Miller, ', 'Jasper Newell', '']",139304,$1.74M
Hugo,2011),PG,126," Drama, Family, Fantasy            ",7.5,83        ,Martin Scorsese,"['Asa Butterfield, ', 'Chloë Grace Moretz, ', 'Christopher Lee, ', 'Ben Kingsley', '']",306618,$73.86M
Source Code,2011),PG-13,93," Action, Drama, Mystery            ",7.5,74        ,Duncan Jones,"['Jake Gyllenhaal, ', 'Michelle Monaghan, ', 'Vera Farmiga, ', 'Jeffrey Wright', '']",487201,$54.71M
Doubt,I) (2008),PG-13,104," Drama, Mystery            ",7.5,68        ,John Patrick Shanley,"['Meryl Streep, ', 'Philip Seymour Hoffman, ', 'Amy Adams, ', 'Viola Davis', '']",122422,$33.42M
Harry Potter and the Order of the Phoenix,2007),PG-13,138," Action, Adventure, Family            ",7.5,71        ,David Yates,"['Daniel Radcliffe, ', 'Emma Watson, ', 'Rupert Grint, ', 'Brendan Gleeson', '']",515566,$292.00M
Kiss Kiss Bang Bang,2005),R,103," Comedy, Crime, Mystery            ",7.5,72        ,Shane Black,"['Robert Downey Jr., ', 'Val Kilmer, ', 'Michelle Monaghan, ', 'Corbin Bernsen', '']",215837,$4.24M
Tell No One,2006),Not Rated,131," Crime, Drama, Mystery            ",7.5,82        ,Guillaume Canet,"['François Cluzet, ', 'Marie-Josée Croze, ', 'André Dussollier, ', 'Kristin Scott Thomas', '']",51178,$6.18M
Following,1998),R,69," Crime, Mystery, Thriller            ",7.5,0,Christopher Nolan,"['Jeremy Theobald, ', 'Alex Haw, ', 'Lucy Russell, ', 'John Nolan', '']",87594,$0.05M
The Devil's Advocate,1997),R,144," Drama, Mystery, Thriller            ",7.5,0,Taylor Hackford,"['Keanu Reeves, ', 'Al Pacino, ', 'Charlize Theron, ', 'Jeffrey Jones', '']",334490,$60.98M
Jacob's Ladder,I) (1990),R,113," Drama, Horror, Mystery            ",7.5,62        ,Adrian Lyne,"['Tim Robbins, ', 'Elizabeth Peña, ', 'Danny Aiello, ', 'Matt Craven', '']",99436,$26.12M
The Abyss,1989),PG-13,140," Adventure, Drama, Mystery            ",7.5,62        ,James Cameron,"['Ed Harris, ', 'Mary Elizabeth Mastrantonio, ', 'Michael Biehn, ', 'Leo Burmester', '']",163462,$54.46M
Picnic at Hanging Rock,1975),PG,115," Drama, Mystery            ",7.5,81        ,Peter Weir,"['Rachel Roberts, ', 'Anne-Louise Lambert, ', 'Vivean Gray, ', 'Helen Morse', '']",34042,$0.23M
The Wicker Man,1973),R,88," Horror, Mystery, Thriller            ",7.5,87        ,Robin Hardy,"['Edward Woodward, ', 'Christopher Lee, ', 'Diane Cilento, ', 'Britt Ekland', '']",70782,$0.06M
High Plains Drifter,1973),R,105," Drama, Mystery, Western            ",7.5,69        ,Clint Eastwood,"['Clint Eastwood, ', 'Verna Bloom, ', 'Marianna Hill, ', 'Mitchell Ryan', '']",50303,$15.70M
A Shot in the Dark,1964),PG,102," Comedy, Mystery            ",7.5,70        ,Blake Edwards,"['Peter Sellers, ', 'Elke Sommer, ', 'George Sanders, ', 'Herbert Lom', '']",26096,$12.37M
Palm Springs,2020),R,90," Comedy, Fantasy, Mystery            ",7.4,83        ,Max Barbakow,"['Andy Samberg, ', 'Cristin Milioti, ', 'J.K. Simmons, ', 'Peter Gallagher', '']",89119,0
Mirage,2018),TV-MA,128," Drama, Fantasy, Mystery            ",7.4,0,Oriol Paulo,"['Adriana Ugarte, ', 'Chino Darín, ', 'Javier Gutiérrez, ', 'Álvaro Morte', '']",43186,0
I Origins,2014),R,106," Drama, Mystery, Romance            ",7.4,0,Mike Cahill,"['Michael Pitt, ', 'Steven Yeun, ', 'Astrid Bergès-Frisbey, ', 'Brit Marling', '']",116563,$0.33M
Calvary,2014),R,102," Comedy, Drama, Mystery            ",7.4,77        ,John Michael McDonagh,"['Brendan Gleeson, ', ""Chris O'Dowd, "", 'Kelly Reilly, ', 'Aidan Gillen', '']",56280,$3.59M
In the House,2012),R,105," Drama, Mystery, Thriller            ",7.4,72        ,François Ozon,"['Fabrice Luchini, ', 'Vincent Schmitt, ', 'Ernst Umhauer, ', 'Kristin Scott Thomas', '']",30277,$0.35M
The Hidden Face,2011),R,97," Drama, Mystery, Thriller            ",7.4,0,Andrés Baiz,"['Quim Gutiérrez, ', 'Martina García, ', 'María Soledad Rodríguez, ', 'Jose Luis Garcia', '']",38930,0
Hunting Season,2010),0,140," Crime, Drama, Mystery            ",7.4,0,Yavuz Turgul,"['Sener Sen, ', 'Cem Yilmaz, ', 'Çetin Tekindor, ', 'Melisa Sözen', '']",32111,0
Cloud Atlas,2012),R,172," Action, Drama, Mystery            ",7.4,0,"Tom Tykwer, ","['| ', '    Stars:', 'Tom Hanks, ', 'Halle Berry, ', 'Hugh Grant, ']",345999,$27.11M
REC,2007),R,78," Action, Adventure, Fantasy            ",7.4,69        ,"Jaume Balagueró, ","['    Stars:', 'Manuela Velasco, ', 'Ferran Terraza, ', 'Jorge-Yamam Serrano, ', 'Pablo Rosso']",166406,0
The Orphanage,2007),R,105," Drama, Fantasy, Horror            ",7.4,74        ,J.A. Bayona,"['Belén Rueda, ', 'Fernando Cayo, ', 'Roger Príncep, ', 'Mabel Rivera', '']",147480,$7.16M
The Three Burials of Melquiades Estrada,2005),R,121," Adventure, Crime, Drama            ",7.4,77        ,Tommy Lee Jones,"['Tommy Lee Jones, ', 'Barry Pepper, ', 'Dwight Yoakam, ', 'January Jones', '']",38986,$5.02M
The Constant Gardener,2005),R,129," Drama, Mystery, Romance            ",7.4,82        ,Fernando Meirelles,"['Ralph Fiennes, ', 'Rachel Weisz, ', 'Danny Huston, ', 'Hubert Koundé', '']",133435,$33.58M
Wallace & Gromit: The Curse of the Were-Rabbit,2005),G,85," Animation, Adventure, Comedy            ",7.4,87        ,"Steve Box, ","['    Stars:', 'Peter Sallis, ', 'Helena Bonham Carter, ', 'Ralph Fiennes, ', 'Peter Kay']",126276,$56.11M
Harry Potter and the Chamber of Secrets,2002),PG,161," Adventure, Family, Fantasy            ",7.4,63        ,Chris Columbus,"['Daniel Radcliffe, ', 'Rupert Grint, ', 'Emma Watson, ', 'Richard Harris', '']",559427,$261.99M
Irreversible,2002),Not Rated,97," Crime, Drama, Horror            ",7.4,0,Gaspar Noé,"['Monica Bellucci, ', 'Vincent Cassel, ', 'Albert Dupontel, ', 'Jo Prestia', '']",121471,$0.75M
K-PAX,2001),PG-13,120," Drama, Mystery, Sci-Fi            ",7.4,0,Iain Softley,"['Kevin Spacey, ', 'Jeff Bridges, ', 'Mary McCormack, ', 'Alfre Woodard', '']",175616,$50.34M
Pi,1998),R,84," Drama, Horror, Mystery            ",7.4,72        ,Darren Aronofsky,"['Sean Gullette, ', 'Mark Margolis, ', 'Ben Shenkman, ', 'Pamela Hart', '']",170690,$3.22M
Eyes Wide Shut,1999),R,159," Drama, Mystery, Thriller            ",7.4,68        ,Stanley Kubrick,"['Tom Cruise, ', 'Nicole Kidman, ', 'Todd Field, ', 'Sydney Pollack', '']",306078,$55.69M
Contact,1997),PG,150," Drama, Mystery, Sci-Fi            ",7.4,62        ,Robert Zemeckis,"['Jodie Foster, ', 'Matthew McConaughey, ', 'Tom Skerritt, ', 'John Hurt', '']",256058,$100.92M
Thesis,1996),R,125," Horror, Mystery, Thriller            ",7.4,0,Alejandro Amenábar,"['Ana Torrent, ', 'Fele Martínez, ', 'Eduardo Noriega, ', 'Xabier Elorriaga', '']",36016,0
Lone Star,1996),R,135," Drama, Mystery            ",7.4,78        ,John Sayles,"['Chris Cooper, ', 'Elizabeth Peña, ', 'Stephen Mendillo, ', 'Stephen J. Lang', '']",28115,$13.27M
Dolores Claiborne,1995),R,132," Crime, Drama, Mystery            ",7.4,62        ,Taylor Hackford,"['Kathy Bates, ', 'Jennifer Jason Leigh, ', 'Christopher Plummer, ', 'Judy Parfitt', '']",39422,$24.36M
Blow Out,1981),R,108," Crime, Drama, Mystery            ",7.4,86        ,"Brian De Palma, ","['    Stars:', 'John Travolta, ', 'Nancy Allen, ', 'John Lithgow, ', 'Dennis Franz']",45199,$13.75M
Murder by Death,1976),PG,95," Comedy, Crime, Mystery            ",7.4,62        ,Robert Moore,"['Peter Falk, ', 'Alec Guinness, ', 'Peter Sellers, ', 'Eileen Brennan', '']",34633,0
Three Days of the Condor,1975),R,117," Mystery, Thriller            ",7.4,63        ,Sydney Pollack,"['Robert Redford, ', 'Faye Dunaway, ', 'Cliff Robertson, ', 'Max von Sydow', '']",48640,$41.51M
To Catch a Thief,1955),PG,106," Mystery, Romance, Thriller            ",7.4,82        ,Alfred Hitchcock,"['Cary Grant, ', 'Grace Kelly, ', 'Jessie Royce Landis, ', 'John Williams', '']",65890,$8.75M
Suspicion,1941),Not Rated,99," Film-Noir, Mystery, Thriller            ",7.4,83        ,Alfred Hitchcock,"['Cary Grant, ', 'Joan Fontaine, ', 'Cedric Hardwicke, ', 'Nigel Bruce', '']",33152,$4.50M
Hereditary,2018),R,127," Drama, Horror, Mystery            ",7.3,87        ,Ari Aster,"['Toni Collette, ', 'Milly Shapiro, ', 'Gabriel Byrne, ', 'Alex Wolff', '']",245402,$44.07M
The Ballad of Buster Scruggs,2018),R,133," Comedy, Drama, Musical            ",7.3,79        ,"Ethan Coen, ","['    Stars:', 'Tim Blake Nelson, ', 'Willie Watson, ', 'Clancy Brown, ', 'Danny McCarthy']",124690,0
Marshland,2014),TV-MA,105," Action, Crime, Drama            ",7.3,0,Alberto Rodríguez,"['Javier Gutiérrez, ', 'Raúl Arévalo, ', 'María Varod, ', 'Perico Cervantes', '']",30997,0
The Conjuring 2,2016),R,134," Horror, Mystery, Thriller            ",7.3,65        ,James Wan,"['Vera Farmiga, ', 'Patrick Wilson, ', 'Madison Wolfe, ', ""Frances O'Connor"", '']",227721,$102.47M
Now You See Me,I) (2013),PG-13,115," Crime, Mystery, Thriller            ",7.3,0,Louis Leterrier,"['Jesse Eisenberg, ', 'Common, ', 'Mark Ruffalo, ', 'Woody Harrelson', '']",599741,$117.72M
The Lincoln Lawyer,2011),R,118," Crime, Drama, Mystery            ",7.3,63        ,Brad Furman,"['Matthew McConaughey, ', 'Marisa Tomei, ', 'Ryan Phillippe, ', 'William H. Macy', '']",216424,$58.01M
Ghajini,2008),Not Rated,186," Action, Drama, Mystery            ",7.3,0,A.R. Murugadoss,"['Aamir Khan, ', 'Asin Thottumkal, ', 'Jiah Khan, ', 'Pradeep Singh Rawat', '']",56712,$2.43M
The Adventures of Tintin: The Secret of the Unicorn,2011),PG,107," Animation, Action, Adventure            ",7.3,68        ,Steven Spielberg,"['Jamie Bell, ', 'Andy Serkis, ', 'Daniel Craig, ', 'Simon Pegg', '']",217615,$77.59M
Brick,2005),R,110," Action, Crime, Drama            ",7.3,72        ,Rian Johnson,"['Joseph Gordon-Levitt, ', 'Lukas Haas, ', 'Emilie de Ravin, ', 'Meagan Good', '']",101449,$2.06M
Caché,2005),R,117," Drama, Mystery, Thriller            ",7.3,83        ,Michael Haneke,"['Daniel Auteuil, ', 'Juliette Binoche, ', 'Maurice Bénichou, ', 'Annie Girardot', '']",74420,$3.63M
Identity,2003),R,90," Mystery, Thriller            ",7.3,64        ,James Mangold,"['John Cusack, ', 'Ray Liotta, ', 'Amanda Peet, ', 'John Hawkes', '']",228780,$52.16M
Unbreakable,2000),PG-13,106," Drama, Mystery, Sci-Fi            ",7.3,62        ,M. Night Shyamalan,"['Bruce Willis, ', 'Samuel L. Jackson, ', 'Robin Wright, ', 'Spencer Treat Clark', '']",389193,$95.01M
Frequency,2000),PG-13,118," Crime, Drama, Mystery            ",7.3,67        ,Gregory Hoblit,"['Dennis Quaid, ', 'Jim Caviezel, ', 'Shawn Doyle, ', 'Elizabeth Mitchell', '']",101759,$45.01M
Sleepy Hollow,1999),R,105," Fantasy, Horror, Mystery            ",7.3,65        ,Tim Burton,"['Johnny Depp, ', 'Christina Ricci, ', 'Miranda Richardson, ', 'Michael Gambon', '']",333837,$101.07M
The Negotiator,1998),R,140," Action, Crime, Drama            ",7.3,62        ,F. Gary Gray,"['Samuel L. Jackson, ', 'Kevin Spacey, ', 'David Morse, ', 'Ron Rifkin', '']",131300,$44.48M
Scream,1996),R,111," Horror, Mystery            ",7.3,65        ,Wes Craven,"['Neve Campbell, ', 'Courteney Cox, ', 'David Arquette, ', 'Skeet Ulrich', '']",289285,$103.05M
Manhattan Murder Mystery,1993),PG,104," Comedy, Mystery            ",7.3,71        ,Woody Allen,"['Woody Allen, ', 'Diane Keaton, ', 'Jerry Adler, ', 'Lynn Cohen', '']",40528,$11.29M
Twin Peaks: Fire Walk with Me,1992),R,134," Drama, Horror, Mystery            ",7.3,0,David Lynch,"['Sheryl Lee, ', 'Ray Wise, ', 'Mädchen Amick, ', 'Dana Ashbrook', '']",87516,$4.16M
Angel Heart,1987),X,113," Horror, Mystery, Thriller            ",7.3,61        ,Alan Parker,"['Mickey Rourke, ', 'Robert De Niro, ', 'Lisa Bonet, ', 'Charlotte Rampling', '']",81094,$17.19M
Clue,1985),PG,94," Comedy, Crime, Mystery            ",7.3,0,Jonathan Lynn,"['Eileen Brennan, ', 'Tim Curry, ', 'Madeline Kahn, ', 'Christopher Lloyd', '']",85441,$14.64M
Death on the Nile,1978),PG,140," Crime, Drama, Mystery            ",7.3,0,John Guillermin,"['Peter Ustinov, ', 'Mia Farrow, ', 'Simon MacCorkindale, ', 'Jane Birkin', '']",28983,0
Murder on the Orient Express,1974),PG,128," Crime, Drama, Mystery            ",7.3,63        ,Sidney Lumet,"['Albert Finney, ', 'Lauren Bacall, ', 'Ingrid Bergman, ', 'Sean Connery', '']",56461,0
Coherence,2013),Not Rated,89," Drama, Horror, Mystery            ",7.2,65        ,James Ward Byrkit,"['Emily Baldoni, ', 'Maury Sterling, ', 'Nicholas Brendon, ', 'Elizabeth Gracen', '']",110741,$0.07M
Department Q: The Keeper of Lost Causes,2013),Not Rated,96," Crime, Drama, Mystery            ",7.2,62        ,Mikkel Nørgaard,"['Nikolaj Lie Kaas, ', 'Per Scheel Krüger, ', 'Troels Lyby, ', 'Øyvind B. Fabricius Holm', '']",26501,0
Talaash,2012),Not Rated,140," Crime, Drama, Fantasy            ",7.2,65        ,"Reema Kagti, ","['    Stars:', 'Aamir Khan, ', 'Kareena Kapoor, ', 'Rani Mukerji, ', 'Rajkummar Rao']",39591,$2.71M
The Girl Who Played with Fire,2009),R,129," Action, Crime, Drama            ",7.2,66        ,Daniel Alfredson,"['Noomi Rapace, ', 'Michael Nyqvist, ', 'Lena Endre, ', 'Peter Andersson', '']",91481,$9.08M
10 Cloverfield Lane,2016),PG-13,103," Action, Drama, Horror            ",7.2,76        ,Dan Trachtenberg,"['John Goodman, ', 'Mary Elizabeth Winstead, ', 'John Gallagher Jr., ', 'Douglas M. Griffin', '']",292984,$72.08M
The Ghost Writer,2010),PG-13,128," Crime, Drama, Mystery            ",7.2,77        ,Roman Polanski,"['Ewan McGregor, ', 'Pierce Brosnan, ', 'Olivia Williams, ', 'Jon Bernthal', '']",156867,$15.54M
Timecrimes,2007),R,92," Horror, Mystery, Sci-Fi            ",7.2,68        ,Nacho Vigalondo,"['Karra Elejalde, ', 'Candela Fernández, ', 'Bárbara Goenaga, ', 'Nacho Vigalondo', '']",58891,$0.04M
Michael Clayton,2007),R,119," Crime, Drama, Mystery            ",7.2,82        ,Tony Gilroy,"['George Clooney, ', 'Tilda Swinton, ', 'Tom Wilkinson, ', ""Michael O'Keefe"", '']",157028,$49.03M
The Fountain,2006),PG-13,97," Drama, Mystery, Romance            ",7.2,0,Darren Aronofsky,"['Hugh Jackman, ', 'Rachel Weisz, ', 'Sean Patrick Thomas, ', 'Ellen Burstyn', '']",229221,$10.14M
Broken Flowers,2005),R,106," Comedy, Drama, Mystery            ",7.2,79        ,Jim Jarmusch,"['Bill Murray, ', 'Jessica Lange, ', 'Sharon Stone, ', 'Julie Delpy', '']",98702,$13.74M
Final Fantasy VII: Advent Children,2005),PG-13,101," Animation, Action, Adventure            ",7.2,0,"Tetsuya Nomura, ","['    Stars:', 'Takahiro Sakurai, ', 'Ayumi Itô, ', 'Shôtarô Morikubo, ', 'Maaya Sakamoto']",55060,0
A Tale of Two Sisters,2003),R,114," Drama, Horror, Mystery            ",7.2,65        ,Jee-woon Kim,"['Lim Soo-jung, ', 'Jung-ah Yum, ', 'Kim Kap-su, ', 'Moon Geun-young', '']",57118,0
11:14,2003),R,86," Crime, Drama, Mystery            ",7.2,65        ,Greg Marcks,"['Henry Thomas, ', 'Colin Hanks, ', 'Ben Foster, ', 'Patrick Swayze', '']",45074,0
Gosford Park,2001),R,131," Comedy, Drama, Mystery            ",7.2,90        ,Robert Altman,"['Maggie Smith, ', 'Ryan Phillippe, ', 'Michael Gambon, ', 'Kristin Scott Thomas', '']",80872,$41.31M
Insomnia,2002),R,118," Drama, Mystery, Thriller            ",7.2,78        ,Christopher Nolan,"['Al Pacino, ', 'Robin Williams, ', 'Hilary Swank, ', 'Martin Donovan', '']",276955,$67.36M
Audition,1999),R,115," Drama, Horror, Mystery            ",7.2,69        ,Takashi Miike,"['Ryo Ishibashi, ', 'Eihi Shiina, ', 'Tetsu Sawaki, ', 'Jun Kunimura', '']",73488,0
Ringu,1998),Not Rated,96," Horror, Mystery            ",7.2,0,Hideo Nakata,"['Nanako Matsushima, ', 'Miki Nakatani, ', 'Yûko Takeuchi, ', 'Hitomi Satô', '']",64248,0
Arlington Road,1999),R,117," Action, Crime, Drama            ",7.2,65        ,Mark Pellington,"['Jeff Bridges, ', 'Tim Robbins, ', 'Joan Cusack, ', 'Hope Davis', '']",82039,$24.36M
Cube,1997),R,90," Drama, Mystery, Sci-Fi            ",7.2,61        ,Vincenzo Natali,"['Nicole de Boer, ', 'Maurice Dean Wint, ', 'David Hewlett, ', 'Andrew Miller', '']",213924,$0.50M
Anastasia,1997),G,94," Animation, Adventure, Drama            ",7.2,61        ,"Don Bluth, ","['    Stars:', 'Meg Ryan, ', 'John Cusack, ', 'Christopher Lloyd, ', 'Kelsey Grammer']",112814,$58.41M
In the Mouth of Madness,1994),R,95," Drama, Horror, Mystery            ",7.2,0,John Carpenter,"['Sam Neill, ', 'Jürgen Prochnow, ', 'Julie Carmen, ', 'David Warner', '']",62085,$8.95M
Manhunter,1986),R,120," Crime, Horror, Mystery            ",7.2,75        ,Michael Mann,"['William Petersen, ', 'Kim Greist, ', 'Joan Allen, ', 'Brian Cox', '']",66536,$8.62M
The Great Mouse Detective,1986),G,74," Animation, Adventure, Family            ",7.2,73        ,"Ron Clements, ","['John Musker', '| ', '    Stars:', 'Vincent Price, ', 'Barrie Ingham, ']",45500,$38.60M
Black Christmas,1974),R,98," Horror, Mystery, Thriller            ",7.2,65        ,Bob Clark,"['Olivia Hussey, ', 'Keir Dullea, ', 'Margot Kidder, ', 'John Saxon', '']",34696,$4.05M
Magnum Force,1973),R,124," Action, Crime, Mystery            ",7.2,0,Ted Post,"['Clint Eastwood, ', 'Hal Holbrook, ', 'Mitchell Ryan, ', 'David Soul', '']",56419,$4.56M
Don't Look Now,1973),R,110," Drama, Mystery, Thriller            ",7.2,96        ,Nicolas Roeg,"['Julie Christie, ', 'Donald Sutherland, ', 'Hilary Mason, ', 'Clelia Matania', '']",50314,$0.98M
The Andromeda Strain,1971),G,131," Mystery, Sci-Fi, Thriller            ",7.2,0,Robert Wise,"['James Olson, ', 'Arthur Hill, ', 'David Wayne, ', 'Kate Reid', '']",33854,$3.42M
Marnie,1964),PG,130," Crime, Drama, Mystery            ",7.2,73        ,Alfred Hitchcock,"['Tippi Hedren, ', 'Sean Connery, ', 'Martin Gabel, ', 'Louise Latham', '']",45576,$7.00M
Midsommar,2019),R,148," Drama, Horror, Mystery            ",7.1,72        ,Ari Aster,"['Florence Pugh, ', 'Jack Reynor, ', 'Vilhelm Blomgren, ', 'William Jackson Harper', '']",207483,$27.33M
Bad Times at the El Royale,2018),R,141," Crime, Drama, Mystery            ",7.1,0,Drew Goddard,"['Jeff Bridges, ', 'Cynthia Erivo, ', 'Dakota Johnson, ', 'Jon Hamm', '']",130610,$17.84M
First Reformed,2017),R,113," Drama, Mystery, Thriller            ",7.1,85        ,Paul Schrader,"['Ethan Hawke, ', 'Amanda Seyfried, ', 'Cedric the Entertainer, ', 'Victoria Hill', '']",48652,$3.45M
Sicario: Day of the Soldado,2018),R,122," Action, Adventure, Crime            ",7.1,61        ,Stefano Sollima,"['Benicio Del Toro, ', 'Josh Brolin, ', 'Isabela Merced, ', 'Jeffrey Donovan', '']",127118,$50.07M
Julieta,2016),R,99," Drama, Mystery, Romance            ",7.1,73        ,Pedro Almodóvar,"['Emma Suárez, ', 'Adriana Ugarte, ', 'Daniel Grao, ', 'Inma Cuesta', '']",29211,$1.49M
Side Effects,I) (2013),R,106," Crime, Drama, Mystery            ",7.1,75        ,Steven Soderbergh,"['Rooney Mara, ', 'Channing Tatum, ', 'Jude Law, ', 'Catherine Zeta-Jones', '']",180843,$32.17M
Brimstone,2016),R,148," Drama, Mystery, Thriller            ",7.1,0,Martin Koolhoven,"['Guy Pearce, ', 'Dakota Fanning, ', 'Emilia Jones, ', 'Carice van Houten', '']",36950,0
Winter's Bone,2010),R,100," Adventure, Drama, Mystery            ",7.1,90        ,Debra Granik,"['Jennifer Lawrence, ', 'John Hawkes, ', 'Garret Dillahunt, ', 'Isaiah Stone', '']",136527,$6.53M
Tinker Tailor Soldier Spy,2011),R,122," Drama, Mystery, Thriller            ",7.1,85        ,Tomas Alfredson,"['Gary Oldman, ', 'Colin Firth, ', 'Tom Hardy, ', 'Mark Strong', '']",188724,$24.15M
Let Me In,I) (2010),R,116," Drama, Fantasy, Horror            ",7.1,79        ,Matt Reeves,"['Kodi Smit-McPhee, ', 'Chloë Grace Moretz, ', 'Richard Jenkins, ', 'Cara Buono', '']",114038,$12.13M
The Invisible Man,I) (2020),R,124," Drama, Horror, Mystery            ",7.1,72        ,Leigh Whannell,"['Elisabeth Moss, ', 'Oliver Jackson-Cohen, ', 'Harriet Dyer, ', 'Aldis Hodge', '']",172671,$64.91M
In the Valley of Elah,2007),R,121," Crime, Drama, Mystery            ",7.1,65        ,Paul Haggis,"['Tommy Lee Jones, ', 'Charlize Theron, ', 'Jonathan Tucker, ', 'Jason Patric', '']",69130,$6.78M
State of Play,2009),PG-13,127," Crime, Drama, Mystery            ",7.1,64        ,Kevin Macdonald,"['Russell Crowe, ', 'Rachel McAdams, ', 'Ben Affleck, ', 'Helen Mirren', '']",139974,$37.02M
Shutter,II) (2004,Not Rated,97," Horror, Mystery, Thriller            ",7.1,0,"Banjong Pisanthanakun, ","['    Stars:', 'Ananda Everingham, ', 'Natthaweeranuch Thongmee, ', 'Achita Sikamana, ', 'Unnop Chanpaibool']",41541,0
A Scanner Darkly,2006),R,100," Animation, Crime, Drama            ",7.1,73        ,Richard Linklater,"['Keanu Reeves, ', 'Winona Ryder, ', 'Robert Downey Jr., ', 'Rory Cochrane', '']",106897,$5.50M
The Jacket,2005),R,103," Drama, Fantasy, Mystery            ",7.1,0,John Maybury,"['Adrien Brody, ', 'Keira Knightley, ', 'Daniel Craig, ', 'Kris Kristofferson', '']",108801,$6.30M
The Ring,2002),PG-13,115," Horror, Mystery            ",7.1,0,Gore Verbinski,"['Naomi Watts, ', 'Martin Henderson, ', 'Brian Cox, ', 'David Dorfman', '']",322819,$129.13M
Narc,2002),R,105," Crime, Drama, Mystery            ",7.1,70        ,Joe Carnahan,"['Ray Liotta, ', 'Jason Patric, ', 'Chi McBride, ', 'Dan Leis', '']",38462,$10.46M
Super Troopers,2001),R,100," Comedy, Crime, Mystery            ",7.1,0,Jay Chandrasekhar,"['Jay Chandrasekhar, ', 'Kevin Heffernan, ', 'André Vippolis, ', 'Joey Kern', '']",96394,$18.49M
The Salton Sea,2002),R,103," Crime, Drama, Mystery            ",7.1,0,D.J. Caruso,"['Val Kilmer, ', ""Vincent D'Onofrio, "", 'Adam Goldberg, ', 'Luis Guzmán', '']",29602,$0.76M
